row_label_raw,row_label_full,col_0,31.12.2022%,31.12.2021%,numeric__31.12.2022%,numeric__31.12.2021%
Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,Tiền gửi có kỳ hạn bằng VND,"2,60 - 12,00","1,00 - 3,00",,
Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,Tiền gửi có kỳ hạn bằng ngoại tệ,"4,25 - 4,95","0,17 - 0,50",,
Vay bằng VND,Vay bằng VND,Vay bằng VND,"5,70 - 6,80","0,85 - 2,30",,
Vay bằng ngoại tệ,Vay bằng ngoại tệ,Vay bằng ngoại tệ,"2,95 - 7,07","0,28 - 3,34",,
Phải trả về nghiệp vụ UPAS L/C bằng VND,Phải trả về nghiệp vụ UPAS L/C bằng VND,Phải trả về nghiệp vụ UPAS L/C bằng VND,"3,36 - 11,10","0,25 - 4,83",,
Phải trả về nghiệp vụ UPAS L/C bằng ngoại tệ,Phải trả về nghiệp vụ UPAS L/C bằng ngoại tệ,Phải trả về nghiệp vụ UPAS L/C bằng ngoại tệ,"1,53 - 6,45","0,85 - 1,70",,
