row_label_raw,row_label_full,col_0,31.12.2022Triệu đồng,31.12.2021Triệu đồng,numeric__31.12.2022Triệu đồng,numeric__31.12.2021Triệu đồng
Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,Chứng chỉ tiền gửi bằng VND,,,,
- Dưới 12 tháng,Chứng chỉ tiền gửi bằng VND > - Dưới 12 tháng,- Dưới 12 tháng,4.500.000,30.000,4500000.0,30000.0
- Từ 12 tháng đến dưới 5 năm,Chứng chỉ tiền gửi bằng VND > - Từ 12 tháng đến dưới 5 năm,- Từ 12 tháng đến dưới 5 năm,2.791.000,2.590.000,2791000.0,2590000.0
Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,Trái phiếu thường bằng VND,,,,
- Từ 12 tháng đến dưới 5 năm,Trái phiếu thường bằng VND > - Từ 12 tháng đến dưới 5 năm,- Từ 12 tháng đến dưới 5 năm,19.450.000,22.578.000,19450000.0,22578000.0
- Từ 5 năm trở lên,Trái phiếu thường bằng VND > - Từ 5 năm trở lên,- Từ 5 năm trở lên,6.352.063,6.352.063,6352063.0,6352063.0
Trái phiếu chuyển đổi bằng USD (i),Trái phiếu chuyển đổi bằng USD (i),Trái phiếu chuyển đổi bằng USD (i),,,,
- Từ 5 năm trở lên,Trái phiếu chuyển đổi bằng USD (i) > - Từ 5 năm trở lên,- Từ 5 năm trở lên,7.621.250,7.442.500,7621250.0,7442500.0
Chi phí phát hành giấy tờ có giá,Trái phiếu chuyển đổi bằng USD (i) > Chi phí phát hành giấy tờ có giá,Chi phí phát hành giấy tờ có giá,(40.673),(29.450),-40673.0,-29450.0
,,,40.673.640,38.963.113,40673640.0,38963113.0
