row_label_raw,row_label_full,col_0,31/12/2015,01/01/2015,numeric__31/12/2015,numeric__01/01/2015
Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,34.169.485,20.100.000,34169485.0,20100000.0
Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,34.169.485,20.100.000,34169485.0,20100000.0
- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,34.169.485,20.100.000,34169485.0,20100000.0
Số lượng cổ phiếu được mua lại,Số lượng cổ phiếu được mua lại,Số lượng cổ phiếu được mua lại,432,432,432.0,432.0
- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,432,432,432.0,432.0
Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,34.169.053,20.099.568,34169053.0,20099568.0
- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,- Cổ phiếu phổ thông,34.169.053,20.099.568,34169053.0,20099568.0
Mệnh giá cổ phiếu đã lưu hành (VND),Mệnh giá cổ phiếu đã lưu hành (VND),Mệnh giá cổ phiếu đã lưu hành (VND),10.000,10.000,10000.0,10000.0
f) Các quỹ công ty,f) Các quỹ công ty,f) Các quỹ công ty,f) Các quỹ công ty,f) Các quỹ công ty,,
,,,31/12/2015,01/01/2015,,
,,,VND,VND,,
Quỹ đầu tư phát triển,f) Các quỹ công ty > Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,39.244.481.356,34.219.481.356,39244481356.0,34219481356.0
,,,39.244.481.356,34.219.481.356,39244481356.0,34219481356.0
21 . CÁC KHOÀN MỤC NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,21 . CÁC KHOÀN MỤC NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,21 . CÁC KHOÀN MỤC NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,21 . CÁC KHOÀN MỤC NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,21 . CÁC KHOÀN MỤC NGOÀI BẢNG CÂN ĐỐI KẾ TOÁN,,
c) Ngoại tệ các loại,c) Ngoại tệ các loại,c) Ngoại tệ các loại,c) Ngoại tệ các loại,c) Ngoại tệ các loại,,
USD,c) Ngoại tệ các loại > USD,USD,"1.566,37","1.576,84",1566.37,1576.84
22 . TỔNG DOANH THU BÁN HÀNG VÀ CUNG CẤP ĐỊCH VỤ,22 . TỔNG DOANH THU BÁN HÀNG VÀ CUNG CẤP ĐỊCH VỤ,22 . TỔNG DOANH THU BÁN HÀNG VÀ CUNG CẤP ĐỊCH VỤ,22 . TỔNG DOANH THU BÁN HÀNG VÀ CUNG CẤP ĐỊCH VỤ,22 . TỔNG DOANH THU BÁN HÀNG VÀ CUNG CẤP ĐỊCH VỤ,,
,,,Năm 2015,Năm 2014,,
,,,VND,VND,,
Doanh thu bán hàng,22 . TỔNG DOANH THU BÁN HÀNG VÀ CUNG CẤP ĐỊCH VỤ > Doanh thu bán hàng,Doanh thu bán hàng,125.458.488.231,46.361.651.643,125458488231.0,46361651643.0
Doanh thu hoạt động SXCN,22 . TỔNG DOANH THU BÁN HÀNG VÀ CUNG CẤP ĐỊCH VỤ > Doanh thu hoạt động SXCN,Doanh thu hoạt động SXCN,290.097.492.953,158.677.025.188,290097492953.0,158677025188.0
Doanh thu kinh doanh BĐS đầu tư,22 . TỔNG DOANH THU BÁN HÀNG VÀ CUNG CẤP ĐỊCH VỤ > Doanh thu kinh doanh BĐS đầu tư,Doanh thu kinh doanh BĐS đầu tư,8.751.987.811,5.422.506.645,8751987811.0,5422506645.0
Doanh thu chuyển nhượng BĐS,22 . TỔNG DOANH THU BÁN HÀNG VÀ CUNG CẤP ĐỊCH VỤ > Doanh thu chuyển nhượng BĐS,Doanh thu chuyển nhượng BĐS,-,708.458.941.337,,708458941337.0
Doanh thu khác,22 . TỔNG DOANH THU BÁN HÀNG VÀ CUNG CẤP ĐỊCH VỤ > Doanh thu khác,Doanh thu khác,15.996.730.061,1.730.378.492,15996730061.0,1730378492.0
Doanh thu hoạt động xây lắp,22 . TỔNG DOANH THU BÁN HÀNG VÀ CUNG CẤP ĐỊCH VỤ > Doanh thu hoạt động xây lắp,Doanh thu hoạt động xây lắp,2.207.805.024.591,1.758.274.156.509,2207805024591.0,1758274156509.0
,,,2.648.109.723.647,2.678.924.659.814,2648109723647.0,2678924659814.0
23 . GIÁ VỐN HÀNG BÁN,23 . GIÁ VỐN HÀNG BÁN,23 . GIÁ VỐN HÀNG BÁN,23 . GIÁ VỐN HÀNG BÁN,23 . GIÁ VỐN HÀNG BÁN,,
,,,Năm 2015,Năm 2014,,
,,,VND,VND,,
Giá vốn của hàng hóa đã bán,23 . GIÁ VỐN HÀNG BÁN > Giá vốn của hàng hóa đã bán,Giá vốn của hàng hóa đã bán,128.882.768.195,45.574.199.073,128882768195.0,45574199073.0
Giá vốn hoạt động SXCN,23 . GIÁ VỐN HÀNG BÁN > Giá vốn hoạt động SXCN,Giá vốn hoạt động SXCN,279.319.026.544,147.150.355.010,279319026544.0,147150355010.0
Giá vốn kinh doanh BĐS đầu tư,23 . GIÁ VỐN HÀNG BÁN > Giá vốn kinh doanh BĐS đầu tư,Giá vốn kinh doanh BĐS đầu tư,5.710.976.580,4.136.165.393,5710976580.0,4136165393.0
Giá vốn chuyển nhượng BĐS,23 . GIÁ VỐN HÀNG BÁN > Giá vốn chuyển nhượng BĐS,Giá vốn chuyển nhượng BĐS,-,426.771.029.164,,426771029164.0
Giá vốn khác,23 . GIÁ VỐN HÀNG BÁN > Giá vốn khác,Giá vốn khác,10.029.659.479,1.456.692.410,10029659479.0,1456692410.0
Giá vốn hoạt động xây lắp,23 . GIÁ VỐN HÀNG BÁN > Giá vốn hoạt động xây lắp,Giá vốn hoạt động xây lắp,1.972.865.826.995,1.504.307.788.384,1972865826995.0,1504307788384.0
,,,2.396.808.257.793,2.129.396.229.434,2396808257793.0,2129396229434.0
