row_label_raw,row_label_full,Vay và nợ,212.011.841.573,-,numeric__212.011.841.573,numeric__-
"Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",433.686.845.276,460.856.465.594,433686845276.0,460856465594.0
Chỉ phí phải trả,Chỉ phí phải trả,Chỉ phí phải trả,80.920.634.183,81.160.941.437,80920634183.0,81160941437.0
,,,726.619.321.032,542.017.407.031,726619321032.0,542017407031.0
