row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2015 > VND,Năm 2014 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2015 > VND,numeric__Năm 2014 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,22,2.648.109.723.647,2.678.924.659.814,,22.0,2648109723647.0,2678924659814.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,2.648.109.723.647,2.678.924.659.814,,,2648109723647.0,2678924659814.0
11,02 > 11,11,4. Giá vốn hàng bán,23,2.396.808.257.793,2.129.396.229.434,,23.0,2396808257793.0,2129396229434.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,251.301.465.854,549.528.430.380,,,251301465854.0,549528430380.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,24,17.313.941.611,26.865.694.064,,24.0,17313941611.0,26865694064.0
22,02 > 22,22,7. Chi phí tài chính,25,14.456.934.883,2.886.932.079,,25.0,14456934883.0,2886932079.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,2.713.773.911,3.773.777.232,,,2713773911.0,3773777232.0
25,02 > 25,25,8. Chi phí bán hàng,26,(11.390.432.194),7.197.827.945,,26.0,-11390432194.0,7197827945.0
26,02 > 26,26,9. Chi phí quản lý doanh nghiệp,27,58.914.843.675,49.507.850.934,,27.0,58914843675.0,49507850934.0
30,02 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,206.634.061.101,516.801.513.486,,,206634061101.0,516801513486.0
31,02 > 31,31,11. Thu nhập khác,28,38.305.965.800,4.626.774.750,,28.0,38305965800.0,4626774750.0
32,02 > 32,32,12. Chi phí khác,29,987.468.693,2.709.701.191,,29.0,987468693.0,2709701191.0
40,02 > 40,40,13. Lợi nhuận khác,,37.318.497.107,1.917.073.559,,,37318497107.0,1917073559.0
50,02 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,243.952.558.208,518.718.587.045,,,243952558208.0,518718587045.0
51,02 > 51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,30,55.554.729.922,105.679.738.057,,30.0,55554729922.0,105679738057.0
52,02 > 52,52,16. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,(3.423.521.024),5.658.097.597,,,-3423521024.0,5658097597.0
60,02 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,191.821.349.310,407.380.751.391,,,191821349310.0,407380751391.0
