row_label_raw,row_label_full,Năm phát sinh lỗ > 2016 > 2017,Tình trạng kiểm tra của các cơ quan thuế > Đã kiểm tra > Đã kiểm tra (*),Số lỗ phát sinh VND > 181.172.619.981 > 512.153.483.924,Số lỗ tính thuế đã được sử dụng VND > (181.172.619.981) > (512.153.483.924),Số lỗ còn được chuyển sang các kỳ tính thuế sau VND > -,numeric__Tình trạng kiểm tra của các cơ quan thuế > Đã kiểm tra > Đã kiểm tra (*),numeric__Số lỗ phát sinh VND > 181.172.619.981 > 512.153.483.924,numeric__Số lỗ tính thuế đã được sử dụng VND > (181.172.619.981) > (512.153.483.924),numeric__Số lỗ còn được chuyển sang các kỳ tính thuế sau VND > -
2018,2018,2018,Đã kiểm tra (*),1.189.332.502.205,(1.064.022.016.329),125.310.485.876,,1189332502205.0,-1064022016329.0,125310485876.0
2019,2019,2019,Đã kiểm tra (*),853.144.722.133,(16.105.963.813),837.038.758.320,,853144722133.0,-16105963813.0,837038758320.0
