row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2020 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2019 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,2.576.906.682.211,1.281.618.655.883,,,2576906682211.0,1281618655883.0
02,02,02,Các khoản giảm trừ doanh thu,,-,(17.808.171.359),,,,-17808171359.0
10,10,10,Doanh thu thuần về bán hàng và dịch vụ cung cấp,27,2.576.906.682.211,1.263.810.484.524,,27.0,2576906682211.0,1263810484524.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,28,(1.676.206.281.065),(1.018.996.444.728),,28.0,-1676206281065.0,-1018996444728.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,900.700.401.146,244.814.039.796,,,900700401146.0,244814039796.0
21,21,21,Doanh thu hoạt động tài chính,29,5.431.728.530.195,2.999.762.211.056,,29.0,5431728530195.0,2999762211056.0
22,22,22,Chi phí tài chính,30,(2.517.145.443.794),(2.527.725.122.469),,30.0,-2517145443794.0,-2527725122469.0
23,23,23,- Trong đó: Chi phí lãi vay,30,(1.964.182.102.889),(1.651.978.253.306),,30.0,-1964182102889.0,-1651978253306.0
25,25,25,Chi phí bán hàng,31,(104.996.153.273),(53.078.292.147),,31.0,-104996153273.0,-53078292147.0
26,26,26,Chi phí quản lý doanh nghiệp,32,(149.490.761.383),(174.242.749.126),,32.0,-149490761383.0,-174242749126.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,3.560.796.572.891,489.530.087.110,,,3560796572891.0,489530087110.0
31,31,31,Thu nhập khác,,2.337.037.292,16.038.666.277,,,2337037292.0,16038666277.0
32,32,32,Chi phí khác,,(429.369.918.545),(71.214.510.493),,,-429369918545.0,-71214510493.0
40,40,40,Lỗ khác,33,(427.032.881.253),(55.175.844.216),,33.0,-427032881253.0,-55175844216.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,3.133.763.691.638,434.354.242.894,,,3133763691638.0,434354242894.0
51,51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,34,(61.317.685.032),-,,34.0,-61317685032.0,
52,52,52,Thuế TNDN hoãn lại,"23, 34",-,-,,,,
60,52 > 60,60,Lợi nhuận sau thuế TNDN,,3.072.446.006.606,434.354.242.894,,,3072446006606.0,434354242894.0
