row_label_raw,row_label_full,STT,Tên,Địa điểm,Ngành nghề,31.12.2020 > Tỷ lệ sở hữu %,31.12.2020 > Giá gốc VND,31.12.2020 > Giá trị hợp lý VND,31.12.2020 > Dự phòng VND,31.12.2019 > Tỷ lệ sở hữu %,31.12.2019 > Giá gốc VND,31.12.2019 > Giá trị hợp lý VND,31.12.2019 > Dự phòng VND,numeric__Tên,numeric__Địa điểm,numeric__Ngành nghề,numeric__31.12.2020 > Tỷ lệ sở hữu %,numeric__31.12.2020 > Giá gốc VND,numeric__31.12.2020 > Giá trị hợp lý VND,numeric__31.12.2020 > Dự phòng VND,numeric__31.12.2019 > Tỷ lệ sở hữu %,numeric__31.12.2019 > Giá gốc VND,numeric__31.12.2019 > Giá trị hợp lý VND,numeric__31.12.2019 > Dự phòng VND
16,16,16,Công ty Cổ phần The Prince Residence,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,81",709.939.200.000,(*),-,"99,81",709.939.200.000,(*),-,,,,99.81,709939200000.0,,,99.81,709939200000.0,,
17,17,17,Công ty Cổ phần Đầu tư Ngọc Linh Hoa,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,83",579.000.000.000,(*),-,"99,83",579.000.000.000,(*),-,,,,99.83,579000000000.0,,,99.83,579000000000.0,,
18,18,18,Công ty TNHH Nova Sasco,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99",528.310.550.000,(*),-,"99,99",528.310.550.000,(*),-,,,,99.99,528310550000.0,,,99.99,528310550000.0,,
19,19,19,Công ty TNHH Nova Nam Á,TP. Hồ Chí Minh,Kinh doanh bất động sản,"92,70",374.918.018.977,(*),-,"92,70",374.918.018.977,(*),-,,,,92.7,374918018977.0,,,92.7,374918018977.0,,
20,20,20,Công ty Cổ phần Nova Princess Residence,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,90",366.707.530.000,(*),-,"99,90",366.707.530.000,(*),-,,,,99.9,366707530000.0,,,99.9,366707530000.0,,
21,21,21,Công ty TNHH Đầu tư và Phát triển Địa ốc Gia Huy,TP. Hồ Chí Minh,Kinh doanh bất động sản,"51,00",290.190.000.000,(*),-,"51,00",290.190.000.000,(*),-,,,,51.0,290190000000.0,,,51.0,290190000000.0,,
22,22,22,Công ty Cổ phần Phát triển Nhà ở và Hạ tầng Sài Gòn,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,96",283.780.000.000,(*),-,"99,96",283.780.000.000,(*),-,,,,99.96,283780000000.0,,,99.96,283780000000.0,,
23,23,23,Công ty TNHH Nova Sagel,TP. Hồ Chí Minh,Kinh doanh bất động sản,"73,00",267.910.000.000,(*),-,"73,00",267.910.000.000,(*),-,,,,73.0,267910000000.0,,,73.0,267910000000.0,,
24,24,24,Công ty TNHH Đầu tư Phát triển Bất động sản Phúc Thỉnh,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,77",237.570.000.000,(*),-,-,,(*),-,,,,99.77,237570000000.0,,,,,,
25,25,25,Công ty TNHH Nova An Phú,TP. Hồ Chí Minh,Kinh doanh bất động sản,"92,27",234.500.000.000,(*),-,"92,27",234.500.000.000,(*),-,,,,92.27,234500000000.0,,,92.27,234500000000.0,,
26,26,26,Công ty Cổ phần Ngôi Nhà Mega,TP. Hồ Chí Minh,Kinh doanh bất động sản,"98,60",211.998.000.000,(*),-,"98,60",211.998.000.000,(*),-,,,,98.6,211998000000.0,,,98.6,211998000000.0,,
27,27,27,Công ty Cổ phần Nova Festival,TP. Hồ Chí Minh,Kinh doanh bất động sản,"94,02",173.000.000.000,(*),-,"94,02",173.000.000.000,(*),-,,,,94.02,173000000000.0,,,94.02,173000000000.0,,
28,28,28,Công ty TNHH Nova Property Management,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99",138.986.100.000,(*),-,"99,99",138.986.100.000,(*),-,,,,99.99,138986100000.0,,,99.99,138986100000.0,,
29,29,29,Công ty TNHH Nova Lucky Palace,TP. Hồ Chí Minh,Kinh doanh bất động sản,"100,00",99.995.000.000,(*),-,"100,00",99.995.000.000,(*),-,,,,100.0,99995000000.0,,,100.0,99995000000.0,,
30,30,30,Công ty Cổ phần Khách Sạn Du Lịch Thanh Niên Vũng Tàu,TP. Hồ Chí Minh,Kinh doanh bất động sản,"65,00",45.500.000.000,(*),-,"65,00",45.500.000.000,(*),-,,,,65.0,45500000000.0,,,65.0,45500000000.0,,
