row_label_raw,row_label_full,col_0,Chuyển nhượng bất động sản VND,"Cung cấp dịch vụ tư vấn quản lý doanh nghiệp, tư vấn phát triển dự án, tư vấn bán hàng và dịch vụ khác VND",Cho thuê tài sản VND,Tổng cộng VND,numeric__Chuyển nhượng bất động sản VND,"numeric__Cung cấp dịch vụ tư vấn quản lý doanh nghiệp, tư vấn phát triển dự án, tư vấn bán hàng và dịch vụ khác VND",numeric__Cho thuê tài sản VND,numeric__Tổng cộng VND
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,1.417.301.485.154,1.125.671.864.514,33.933.332.543,2.576.906.682.211,1417301485154.0,1125671864514.0,33933332543.0,2576906682211.0
Giá vốn,Giá vốn,Giá vốn,(723.352.656.976),(934.398.076.701),(18.455.547.388),(1.676.206.281.065),-723352656976.0,-934398076701.0,-18455547388.0,-1676206281065.0
Lợi nhuận gộp,Lợi nhuận gộp,Lợi nhuận gộp,693.948.828.178,191.273.787.813,15.477.785.155,900.700.401.146,693948828178.0,191273787813.0,15477785155.0,900700401146.0
,,,2019,2019,2019,2019,2019.0,2019.0,2019.0,2019.0
,,,Chuyển nhượng bất động sản VND,"Cung cấp dịch vụ tư vấn quản lý doanh nghiệp, tư vấn phát triển dự án, tư vấn bán hàng và dịch vụ khác VND",Cho thuê tài sản VND,Tổng cộng VND,,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,(7.410.824.641),1.177.370.187.099,93.851.122.066,1.263.810.484.524,-7410824641.0,1177370187099.0,93851122066.0,1263810484524.0
Giá vốn,Giá vốn,Giá vốn,(7.759.868.560),(987.232.248.221),(24.004.327.947),(1.018.996.444.728),-7759868560.0,-987232248221.0,-24004327947.0,-1018996444728.0
Lợi nhuận gộp,Lợi nhuận gộp,Lợi nhuận gộp,(15.170.693.201),190.137.938.878,69.846.794.119,244.814.039.796,-15170693201.0,190137938878.0,69846794119.0,244814039796.0
