row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2020 VND,Tại ngày 31 tháng 12 năm > 2019 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2020 VND,numeric__Tại ngày 31 tháng 12 năm > 2019 VND
200,200,200,TÀI SẢN DÀI HẠN,,49.348.442.020.182,37.393.054.590.184,,,49348442020182.0,37393054590184.0
210,210,210,Các khoản phải thu dài hạn,,2.299.261.347.784,294.943.665.239,,,2299261347784.0,294943665239.0
216,216,216,Phải thu dài hạn khác,7(b),2.299.261.347.784,294.943.665.239,,,2299261347784.0,294943665239.0
220,220,220,Tài sản cố định,,604.056.310.208,642.536.374.881,,,604056310208.0,642536374881.0
221,221,221,Tài sản cố định hữu hình,11(a),490.066.897.343,500.907.896.381,,,490066897343.0,500907896381.0
222,222,222,Nguyên giá,,583.792.992.949,576.656.910.869,,,583792992949.0,576656910869.0
223,223,223,Giá trị khấu hao lũy kế,,(93.726.095.606),(75.749.014.488),,,-93726095606.0,-75749014488.0
227,227,227,Tài sản cố định vô hình,11(b),113.989.412.865,141.628.478.500,,,113989412865.0,141628478500.0
228,228,228,Nguyên giá,,159.937.755.622,168.388.989.622,,,159937755622.0,168388989622.0
229,229,229,Giá trị khấu hao lũy kế,,(45.948.342.757),(26.760.511.122),,,-45948342757.0,-26760511122.0
230,230,230,Bất động sản đầu tư,12,352.470.274.898,1.291.184.192.405,,12.0,352470274898.0,1291184192405.0
231,231,231,Nguyên giá,,387.467.333.888,1.320.322.609.888,,,387467333888.0,1320322609888.0
232,232,232,Giá trị khấu hao lũy kế,,(34.997.058.990),(29.138.417.483),,,-34997058990.0,-29138417483.0
240,240,240,Tài sản dở dang dài hạn,,224.599.931.707,219.037.930.780,,,224599931707.0,219037930780.0
241,241,241,"Chi phí sản xuất, kinh doanh dở dang dài hạn",13,181.996.664.704,181.995.269.013,,13.0,181996664704.0,181995269013.0
242,242,242,Chi phí xây dựng cơ bản dở dang,14,42.603.267.003,37.042.661.767,,14.0,42603267003.0,37042661767.0
250,250,250,Đầu tư tài chính dài hạn,,45.820.496.920.671,34.827.515.277.977,,,45820496920671.0,34827515277977.0
251,251,251,Đầu tư vào công ty con,4(b),45.403.654.092.977,34.710.359.617.977,,,45403654092977.0,34710359617977.0
252,252,252,Đầu tư vào công ty liên kết,4(b),386.364.217.694,75.392.060.000,,,386364217694.0,75392060000.0
253,253,253,Đầu tư góp vốn vào đơn vị khác,4(b),200.000.000,-,,,200000000.0,
255,255,255,Đầu tư nắm giữ đến ngày đáo hạn,4(a),30.278.610.000,41.763.600.000,,,30278610000.0,41763600000.0
260,260,260,Tài sản dài hạn khác,,47.557.234.914,117.837.148.902,,,47557234914.0,117837148902.0
261,261,261,Chi phí trả trước dài hạn,10(b),46.581.361.342,116.861.275.330,,,46581361342.0,116861275330.0
262,262,262,Tài sản thuế thu nhập hoãn lại,23,975.873.572,975.873.572,,23.0,975873572.0,975873572.0
270,270,270,TỔNG TÀI SẢN,,56.498.244.614.376,43.330.052.614.419,,,56498244614376.0,43330052614419.0
