row_label_raw,row_label_full,STT,Tên,Địa điểm,Ngành nghề,31.12.2020Tỷ lệ biểu quyết(%),31.12.2019Tỷ lệ biểu quyết(%),numeric__Tên,numeric__Địa điểm,numeric__Ngành nghề,numeric__31.12.2020Tỷ lệ biểu quyết(%),numeric__31.12.2019Tỷ lệ biểu quyết(%)
,,,Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),Công ty con gián tiếp: (tiếp theo),,,,,
25,25,25,Công ty Cổ phần Địa ốc Nhật Hoa,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,98","99,98",,,,99.98,99.98
26,26,26,Công ty Cổ phần Dịch vụ Du lịch Hòa Thắng,Tình Bình Thuận,Dịch vụ lưu trú ngắn ngày,"95,80","95,80",,,,95.8,95.8
27,27,27,Công ty TNHH Đầu tư và Phát triển Phước Long,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99",,,,99.99,99.99
28,28,28,Công ty TNHH Carava Resort,Tình Khánh Hòa,Kinh doanh bất động sản,"95,49","95,49",,,,95.49,95.49
29,29,29,Công ty TNHH Bất động sản Thế Kỹ Hoàng Kim,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,98",,,,99.99,99.98
30,30,30,Công ty Cổ phần Đầu tư Thư Minh Nguyễn,Tình Bình Thuận,Dịch vụ lưu trú ngắn ngày,"96,15","96,15",,,,96.15,96.15
31,31,31,Công ty Cổ phần Đầu tư và Thương mại Nhà Rồng,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,97","99,97",,,,99.97,99.97
32,32,32,Công ty TNHH Bất động sản Gia Phú,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99",,,,99.99,99.99
33,33,33,Công ty TNHH Mega Tie,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99","99,99",,,,99.99,99.99
34,34,34,Công ty Cổ phần Cao ốc Phương Đông,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,89","99,89",,,,99.89,99.89
35,35,35,Công ty TNHH Merufa-Nova,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,90","99,90",,,,99.9,99.9
36,36,36,Công ty Cổ phần Đầu tư Bất động sản Trường Thạnh,TP. Hồ Chí Minh,Kinh doanh bất động sản,"100,00","100,00",,,,100.0,100.0
37,37,37,Công ty TNHH The Forest City,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,90","99,90",,,,99.9,99.9
38,38,38,Công ty TNHH Đầu tư Phát triển Bất động sản An Phú Đông,TP. Hồ Chí Minh,Kinh doanh bất động sản,"51,00","80,00",,,,51.0,80.0
39,39,39,Công ty TNHH Vườn Bách Thảo Hồ Tràm,Tình Bà Rịa - Vũng Tàu,"Hoạt động các vườn bách thảo,bách thú và khu bảo tôn tự nhiên","99,00","99,00",,,,99.0,99.0
40,40,40,Công ty Cổ phần Dịch vụ Đầu tư Lucky House,TP. Hồ Chí Minh,Kinh doanh bất động sản,"100,00",-,,,,100.0,
41,41,41,Công ty TNHH Bất động sản Phúc Hoa,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99",-,,,,99.99,
42,42,42,Công ty Cổ phần Nova Holiday,TP. Hồ Chí Minh,Dịch vụ lưu trú ngắn ngày,"99,98",-,,,,99.98,
43,43,43,Công ty Cổ phần Big Ben Holiday,TP. Hồ Chí Minh,Dịch vụ lưu trú ngắn ngày,"99,98",-,,,,99.98,
44,44,44,Công ty TNHH Đầu tư và Phát triển Bất động sản An Huy,TP. Hồ Chí Minh,Kinh doanh bất động sản,"99,99",-,,,,99.99,
45,45,45,Công ty Cổ phần Địa ốc Ngân Hiệp,Tình Bà Rịa - Vũng Tàu,Kinh doanh bất động sản,"99,98",-,,,,99.98,
46,46,46,Công ty Cổ phần Đầu tư Liberty,TP. Hồ Chí Minh,"Tư vấn, môi giới, đấu giá bất độngsản, đấu giá quyền sử dụng đất","99,98",-,,,,99.98,
47,47,47,Công ty Cổ phần Thạnh Mỹ Lợi,TP. Hồ Chí Minh,Kinh doanh bất động sản,"70,00",-,,,,70.0,
48,48,48,Công ty Cổ phần Du lịch Thanh niên Việt Nam,TP. Hồ Chí Minh,Tổ chức giới thiệu và xúc tiếnthương mại,94.67,-,,,,9467.0,
,,,Công ty liên kết gián tiếp:,Công ty liên kết gián tiếp:,Công ty liên kết gián tiếp:,Công ty liên kết gián tiếp:,Công ty liên kết gián tiếp:,,,,,
1,1,1,Công ty Cổ phần Hùng Ngự Security,TP. Hồ Chí Minh,Hoạt động bảo vệ cá nhân,"24,00",-,,,,24.0,
2,2,2,Công ty Cổ phần Đầu tư Nova SQN,TP. Hồ Chí Minh,Kinh doanh bất động sản,"49,72","49,72",,,,49.72,49.72
3,3,3,Công ty TNHH Sài Gòn Gôn,TP. Hồ Chí Minh,Kinh doanh bất động sản,"50,00","50,00",,,,50.0,50.0
4,4,4,Công ty Cổ phần Thương mại Đầu tư BDS Phú Trí,TP. Hồ Chí Minh,Kinh doanh bất động sản,"48,98","99,98",,,,48.98,99.98
