row_label_raw,row_label_full,col_0,31.12.2020VND,31.12.2019VND,numeric__31.12.2020VND,numeric__31.12.2019VND
Phát hành trái phiếu ngắn hạn,Phát hành trái phiếu ngắn hạn,Phát hành trái phiếu ngắn hạn,Phát hành trái phiếu ngắn hạn,Phát hành trái phiếu ngắn hạn,,
Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,Loại phát hành theo mệnh giá,,
Công ty Cổ phần Chứng khoán MB (i),Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán MB (i),Công ty Cổ phần Chứng khoán MB (i),1.590.000.000.000,-,1590000000000.0,
Ngân hàng TMCP Tiên Phong (ii),Loại phát hành theo mệnh giá > Ngân hàng TMCP Tiên Phong (ii),Ngân hàng TMCP Tiên Phong (ii),700.000.000.000,800.000.000.000,700000000000.0,800000000000.0
Công ty TNHH Chứng khoán YuanTa (iii),Loại phát hành theo mệnh giá > Công ty TNHH Chứng khoán YuanTa (iii),Công ty TNHH Chứng khoán YuanTa (iii),256.700.000.000,-,256700000000.0,
Ngân hàng TMCP Đại chúng Việt Nam - Chi nhánh Sài Gòn (iv),Loại phát hành theo mệnh giá > Ngân hàng TMCP Đại chúng Việt Nam - Chi nhánh Sài Gòn (iv),Ngân hàng TMCP Đại chúng Việt Nam - Chi nhánh Sài Gòn (iv),200.000.000.000,200.000.000.000,200000000000.0,200000000000.0
Tổng Công ty Cổ phần Bảo Hiểm Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Loại phát hành theo mệnh giá > Tổng Công ty Cổ phần Bảo Hiểm Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Tổng Công ty Cổ phần Bảo Hiểm Ngân hàng Thương mại Cổ phần Công thương Việt Nam,-,100.000.000.000,,100000000000.0
Công ty TNHH MTV Vàng bạc Đá quý Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Loại phát hành theo mệnh giá > Công ty TNHH MTV Vàng bạc Đá quý Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Công ty TNHH MTV Vàng bạc Đá quý Ngân hàng Thương mại Cổ phần Công thương Việt Nam,-,100.000.000.000,,100000000000.0
Ngân hàng TMCP Công thương - CN HCM,Loại phát hành theo mệnh giá > Ngân hàng TMCP Công thương - CN HCM,Ngân hàng TMCP Công thương - CN HCM,-,146.000.000.000,,146000000000.0
Công ty Cổ phần Chứng khoán MB,Loại phát hành theo mệnh giá > Công ty Cổ phần Chứng khoán MB,Công ty Cổ phần Chứng khoán MB,-,400.000.000.000,,400000000000.0
Tập đoàn Bảo Việt,Loại phát hành theo mệnh giá > Tập đoàn Bảo Việt,Tập đoàn Bảo Việt,-,200.000.000.000,,200000000000.0
,,,2.746.700.000.000,1.946.000.000.000,2746700000000.0,1946000000000.0
