row_label_raw,row_label_full,31.12.2020 > Giá gốc VND,31.12.2020 > Giá trị hợp lý VND,31.12.2020 > Dự phòng VND,numeric__31.12.2020 > Giá trị hợp lý VND,numeric__31.12.2020 > Dự phòng VND
45.403.654.092.977,45.403.654.092.977,45.403.654.092.977,(*),-,,
386.364.217.694,386.364.217.694,386.364.217.694,(*),-,,
200.000.000,200.000.000,200.000.000,(*),-,,
45.790.218.310.671,45.790.218.310.671,45.790.218.310.671,,-,,
