row_label_raw,row_label_full,col_0,Giá gốc VND,Giá trị hợp lý VND,Dự phòng VND,numeric__Giá gốc VND,numeric__Giá trị hợp lý VND,numeric__Dự phòng VND
34.710.359.617.977,34.710.359.617.977,34.710.359.617.977,,(*),-,,,
75.392.060.000,75.392.060.000,75.392.060.000,,(*),-,,,
-,-,-,,(*),-,,,
34.785.751.677.977,34.785.751.677.977,34.785.751.677.977,,,-,,,
