row_label_raw,row_label_full,col_0,col_1,01/01/2021(VND),Số phải nộptrong năm,Số đã thực nộptrong năm,31/12/2021(VND),numeric__col_1,numeric__01/01/2021(VND),numeric__Số phải nộptrong năm,numeric__Số đã thực nộptrong năm,numeric__31/12/2021(VND)
a.,a.,a.,Phải nộp,Phải nộp,Phải nộp,Phải nộp,Phải nộp,,,,,
a.,a. > a.,a.,Thuế giá trị gia tăng,21.783.144.726,398.221.979.983,397.159.624.983,22.845.499.726,,21783144726.0,398221979983.0,397159624983.0,22845499726.0
a.,a.,a.,Thuế xuất nhập khẩu,-,-,-,-,,,,,
a.,a. > a.,a.,Thuế thu nhập doanh nghiệp,71.794.080.504,65.639.591.460,135.578.297.891,1.855.374.073,,71794080504.0,65639591460.0,135578297891.0,1855374073.0
a.,a. > a.,a.,Thuế thu nhập cá nhân,777.322.061,7.848.454.880,6.872.786.859,1.752.990.082,,777322061.0,7848454880.0,6872786859.0,1752990082.0
a.,a. > a.,a.,Thuế tài nguyên,12.092.326.802,88.450.767.931,91.147.395.878,9.395.698.855,,12092326802.0,88450767931.0,91147395878.0,9395698855.0
a.,a. > a.,a.,Thuế đất và tiền thuê đất,-,3.719.149.658,3.719.149.658,-,,,3719149658.0,3719149658.0,
a.,a. > a.,a.,Các loại thuế khác,-,17.108.518,17.108.518,-,,,17108518.0,17108518.0,
a.,a. > a.,a.,"Các khoản phí, lệ phí và các khoản phải nộp khác",6.944.238.252,43.364.752.075,41.382.840.613,8.926.149.714,,6944238252.0,43364752075.0,41382840613.0,8926149714.0
a.,a. > a.,a.,Cộng,113.391.112.345,607.261.804.505,607.261.804.505,44.775.712.450,,113391112345.0,607261804505.0,607261804505.0,44775712450.0
b.,b.,b.,Phải thu,Phải thu,Phải thu,Phải thu,Phải thu,,,,,
b.,b. > b.,b.,Thuế giá trị gia tăng,200.000.000,200.000.000,14.638.889.883,14.638.889.883,,200000000.0,200000000.0,14638889883.0,14638889883.0
b.,b. > b.,b.,Thuế thu nhập doanh nghiệp,230.052.938,230.052.938,24.074.782.613,24.074.782.613,,230052938.0,230052938.0,24074782613.0,24074782613.0
b.,b. > b.,b.,Thuế thu nhập cá nhân,18.755.009,18.755.009,-,-,,18755009.0,18755009.0,,
b.,b. > b.,b.,Thuế đất và tiền thuê đất,-,528.112.292,1.587.399.174,1.059.286.882,,,528112292.0,1587399174.0,1059286882.0
b.,b. > b.,b.,Các loại thuế khác,26.808.791,-,-,26.808.791,,26808791.0,,,26808791.0
b.,b. > b.,b.,"Các khoản phí, lệ phí và các khoản phải nộp khác",2.191.492,2.191.492,-,-,,2191492.0,2191492.0,,
b.,b. > b.,b.,Cộng,477.808.230,979.111.731,40.301.071.670,39.799.768.169,,477808230.0,979111731.0,40301071670.0,39799768169.0
