row_label_raw,row_label_full,Ho và tên:,Ho và tên:_1,Chức vụ:,Chức vụ:_1,numeric__Ho và tên:_1,numeric__Chức vụ:,numeric__Chức vụ:_1
-,-,-,Ông Ngô Trí Thịnh,Tổng Giám đốc,,,,
-,-,-,Ông Bùi Minh Tân,Phó Tổng Giám đốc,,,,
-,-,-,Ông Phạm Xuân Phong,Phó Tổng Giám đốc,,,,
-,-,-,Ông Nguyễn Trung Thực,Phó Tổng Giám đốc,,,,
-,-,-,Ông Hoàng Phó Hiềng,Phó Tổng Giám đốc,(ii) Đến ngày 31/05/2021,,,
-,-,-,Ông Đoàn Xuân Hiệu,Phó Tổng Giám đốc,(iii) Từ ngày 01/10/2021,,,
-,-,-,Ông Nghiêm Xuân Chiến,Phó Tổng Giám đốc,(iii) Từ ngày 01/10/2021,,,
