row_label_raw,row_label_full,col_0,Nguyên tệ,VND,numeric__Nguyên tệ,numeric__VND
Ngoại tệ (USD),Ngoại tệ (USD),Ngoại tệ (USD),,-,,
Đồng Việt Nam,Ngoại tệ (USD) > Đồng Việt Nam,Đồng Việt Nam,,145.014.053.307,,145014053307.0
Cộng,Ngoại tệ (USD) > Cộng,Cộng,,145.014.053.307,,145014053307.0
