row_label_raw,row_label_full,TT,Tên cổ đông,Số cổ phần theo điều lệ,Tỷ lệ,numeric__Tên cổ đông,numeric__Số cổ phần theo điều lệ,numeric__Tỷ lệ
1,1,1,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,677.808.500,"99,27%",,677808500.0,0.9926999999999999
2,2,2,Cổ đông khác,4.958.975,"0,73%",,4958975.0,0.0073
,,,Cộng,682.767.475,100%,,682767475.0,1.0
