row_label_raw,row_label_full,col_0,31/12/2021(VND),01/01/2021(VND),numeric__31/12/2021(VND),numeric__01/01/2021(VND)
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,2.010.674.855,8.915.426.848,2010674855.0,8915426848.0
Công cụ. dụng cụ xuất dùng,Công cụ. dụng cụ xuất dùng,Công cụ. dụng cụ xuất dùng,340.491.581,7.657.068.360,340491581.0,7657068360.0
Chi phí bảo hiểm,Chi phí bảo hiểm,Chi phí bảo hiểm,588.365.903,574.731.794,588365903.0,574731794.0
Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,Chi phí trả trước ngắn hạn khác,1.081.817.371,683.626.694,1081817371.0,683626694.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,204.397.796.595,469.014.901.923,204397796595.0,469014901923.0
Công cụ dụng cụ phân bổ nhiều năm,Công cụ dụng cụ phân bổ nhiều năm,Công cụ dụng cụ phân bổ nhiều năm,13.370.095.768,34.768.185.653,13370095768.0,34768185653.0
Chi phí sửa chữa lớn chờ phân bổ,Chi phí sửa chữa lớn chờ phân bổ,Chi phí sửa chữa lớn chờ phân bổ,143.545.724.573,273.535.090.137,143545724573.0,273535090137.0
Chi phí bồi thường giấy phép mặt bằng,Chi phí bồi thường giấy phép mặt bằng,Chi phí bồi thường giấy phép mặt bằng,28.523.823.944,31.179.516.355,28523823944.0,31179516355.0
Lỗ CLTG phân bổ không quá 5 năm,Lỗ CLTG phân bổ không quá 5 năm,Lỗ CLTG phân bổ không quá 5 năm,-,116.379.159.994,,116379159994.0
Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,18.958.152.310,13.152.949.784,18958152310.0,13152949784.0
Cộng,Cộng,Cộng,206.408.471.450,477.930.328.771,206408471450.0,477930328771.0
