row_label_raw,row_label_full,col_0,col_1,(VND) > Giá trị,(VND) > Khả năngtrà nợ,Tăng trong năm,Giảm trong năm,(VND) > Giá trị_1,(VND) > Khả năngtrà nợ_1,numeric__col_1,numeric__(VND) > Giá trị,numeric__(VND) > Khả năngtrà nợ,numeric__Tăng trong năm,numeric__Giảm trong năm,numeric__(VND) > Giá trị_1,numeric__(VND) > Khả năngtrà nợ_1
a.,a.,a.,Gốc vay và nợ ngắn hạn,1.259.905.774.340,1.259.905.774.340,5.480.149.371.874,5.138.382.885.079,1.601.672.261.135,1.601.672.261.135,,1259905774340.0,1259905774340.0,5480149371874.0,5138382885079.0,1601672261135.0,1601672261135.0
a.1,a.1,a.1,Gốc vay ngắn hạn,1.259.905.774.340,1.259.905.774.340,5.480.149.371.874,5.138.382.885.079,1.601.672.261.135,1.601.672.261.135,,1259905774340.0,1259905774340.0,5480149371874.0,5138382885079.0,1601672261135.0,1601672261135.0
a.1,a.1,a.1,Vay ngân hàng,1.249.960.774.340,1.249.960.774.340,5.461.619.371.874,5.123.567.885.079,1.588.012.261.135,1.588.012.261.135,,1249960774340.0,1249960774340.0,5461619371874.0,5123567885079.0,1588012261135.0,1588012261135.0
a.1,a.1,a.1,Vay đối tượng khác,9.945.000.000,9.945.000.000,18.530.000.000,14.815.000.000,13.660.000.000,13.660.000.000,,9945000000.0,9945000000.0,18530000000.0,14815000000.0,13660000000.0,13660000000.0
a.2,a.2,a.2,Gốc nợ ngắn hạn,-,-,-,-,-,-,,,,,,,
b.,a.2 > b.,b.,Gốc vay và nợ dài hạn,7.926.522.437.316,7.926.522.437.316,227.053.353.218,1.833.674.962.566,6.319.900.827.968,6.319.900.827.968,,7926522437316.0,7926522437316.0,227053353218.0,1833674962566.0,6319900827968.0,6319900827968.0
b.1,a.2 > b.1,b.1,Gốc vay dài hạn,7.561.522.437.316,7.561.522.437.316,227.053.353.218,1.763.674.962.566,6.024.900.827.968,6.024.900.827.968,,7561522437316.0,7561522437316.0,227053353218.0,1763674962566.0,6024900827968.0,6024900827968.0
-,a.2 > -,-,Từ 1 năm đến 5 năm,55.455.818.686,55.455.818.686,69.307.846.920,36.454.556.751,88.309.108.855,88.309.108.855,,55455818686.0,55455818686.0,69307846920.0,36454556751.0,88309108855.0,88309108855.0
-,a.2 > -,-,Vay ngân hàng,55.455.818.686,55.455.818.686,69.307.846.920,36.454.556.751,88.309.108.855,88.309.108.855,,55455818686.0,55455818686.0,69307846920.0,36454556751.0,88309108855.0,88309108855.0
-,a.2 > -,-,Trên 5 năm,7.506.066.618.630,7.506.066.618.630,157.745.506.298,1.727.220.405.815,5.936.591.719.113,5.936.591.719.113,,7506066618630.0,7506066618630.0,157745506298.0,1727220405815.0,5936591719113.0,5936591719113.0
-,a.2 > -,-,Vay ngân hàng,4.248.533.897.346,4.248.533.897.346,151.447.846.111,869.096.215.855,3.530.885.527.602,3.530.885.527.602,,4248533897346.0,4248533897346.0,151447846111.0,869096215855.0,3530885527602.0,3530885527602.0
-,a.2 > -,-,Vay Tập đoàn,3.247.348.921.284,3.247.348.921.284,6.297.660.187,847.940.389.960,2.405.706.191.511,2.405.706.191.511,,3247348921284.0,3247348921284.0,6297660187.0,847940389960.0,2405706191511.0,2405706191511.0
-,a.2 > -,-,Vay đối tượng khác,10.183.800.000,10.183.800.000,-,10.183.800.000,-,-,,10183800000.0,10183800000.0,,10183800000.0,,
b.2,a.2 > b.2,b.2,Gốc nợ dài hạn,365.000.000.000,365.000.000.000,-,70.000.000.000,295.000.000.000,295.000.000.000,,365000000000.0,365000000000.0,,70000000000.0,295000000000.0,295000000000.0
-,a.2 > -,-,Từ 5 năm đến 10 năm,365.000.000.000,365.000.000.000,-,70.000.000.000,295.000.000.000,295.000.000.000,,365000000000.0,365000000000.0,,70000000000.0,295000000000.0,295000000000.0
-,a.2 > -,-,Trái phiếu phát hành (*),365.000.000.000,365.000.000.000,-,70.000.000.000,295.000.000.000,295.000.000.000,,365000000000.0,365000000000.0,,70000000000.0,295000000000.0,295000000000.0
-,a.2 > -,-,Cộng,9.186.428.211.656,9.186.428.211.656,5.707.202.725.092,6.972.057.847.645,7.921.573.089.103,7.921.573.089.103,,9186428211656.0,9186428211656.0,5707202725092.0,6972057847645.0,7921573089103.0,7921573089103.0
