row_label_raw,row_label_full,col_0,Năm 2021,Năm 2020,numeric__Năm 2021,numeric__Năm 2020
Số lượng CP đăng ký phát hành,Số lượng CP đăng ký phát hành,Số lượng CP đăng ký phát hành,682.767.475,680.000.000,682767475.0,680000000.0
Số lượng CP đã bán ra công chúng,Số lượng CP đã bán ra công chúng,Số lượng CP đã bán ra công chúng,682.767.475,680.000.000,682767475.0,680000000.0
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,682.767.475,680.000.000,682767475.0,680000000.0
Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,-,-,,
Số lượng cổ phiếu được mua lại,Số lượng cổ phiếu được mua lại,Số lượng cổ phiếu được mua lại,-,-,,
Cổ phiếu phổ thông,Cổ phiếu phổ thông,Cổ phiếu phổ thông,-,-,,
Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,-,-,,
Số lượng cổ phiếu đang lưu hành,Cổ phiếu ưu đãi > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,682.767.475,680.000.000,682767475.0,680000000.0
Cổ phiếu phổ thông,Cổ phiếu ưu đãi > Cổ phiếu phổ thông,Cổ phiếu phổ thông,682.767.475,680.000.000,682767475.0,680000000.0
Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,Cổ phiếu ưu đãi,-,-,,
