row_label_raw,row_label_full,col_0,Năm 2021(VND),Năm 2020(VND),numeric__Năm 2021(VND),numeric__Năm 2020(VND)
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,12.948.125.113.583,12.671.318.218.184,12948125113583.0,12671318218184.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,111.182.049.379,97.459.971.648,111182049379.0,97459971648.0
Cộng,Cộng,Cộng,13.059.307.162.962,12.768.778.189.832,13059307162962.0,12768778189832.0
