row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,1.827.824.217.211,1.870.480.176.827,1827824217211.0,1870480176827.0
Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,Công ty TNHH MTV Cadivi Đồng Nai,1.416.838.731.796,91.435.663.812,1416838731796.0,91435663812.0
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,305.154.087.986,1.652.103.093.616,305154087986.0,1652103093616.0
Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,73.239.102.075,70.855.520.211,73239102075.0,70855520211.0
Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,21.746.291.041,40.121.089.652,21746291041.0,40121089652.0
Công ty Cổ phần Thiết bị đo điện EMIC,Công ty Cổ phần Thiết bị đo điện EMIC,Công ty Cổ phần Thiết bị đo điện EMIC,10.270.004.313,15.964.809.536,10270004313.0,15964809536.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,360.000.000,-,360000000.0,
Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,Công ty Cổ phần Hạ tầng GELEX,180.000.000,-,180000000.0,
Công ty Cổ phần Dây Cáp Điện Việt Nam,Công ty Cổ phần Dây Cáp Điện Việt Nam,Công ty Cổ phần Dây Cáp Điện Việt Nam,36.000.000,-,36000000.0,
Giá trị mua hàng và dịch vụ cung cấp,Giá trị mua hàng và dịch vụ cung cấp,Giá trị mua hàng và dịch vụ cung cấp,746.392.180.293,984.173.338.386,746392180293.0,984173338386.0
Công ty Cổ phần Thiết bị đo điện EMIC,Công ty Cổ phần Thiết bị đo điện EMIC,Công ty Cổ phần Thiết bị đo điện EMIC,742.817.959.550,978.900.614.275,742817959550.0,978900614275.0
Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,-,2.276.341.256,,2276341256.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,2.702.580.406,2.095.001.234,2702580406.0,2095001234.0
Công ty Cổ phần Chứng khoán VIX,Công ty Cổ phần Chứng khoán VIX,Công ty Cổ phần Chứng khoán VIX,158.206.879,901.381.621,158206879.0,901381621.0
Công ty Cổ phần Dây Cáp Điện Việt Nam,Công ty Cổ phần Dây Cáp Điện Việt Nam,Công ty Cổ phần Dây Cáp Điện Việt Nam,552.901.554,-,552901554.0,
Công ty Cổ phần kinh doanh gạch ốp lát Viglacera,Công ty Cổ phần kinh doanh gạch ốp lát Viglacera,Công ty Cổ phần kinh doanh gạch ốp lát Viglacera,160.531.904,-,160531904.0,
"Thu hộ, chi hộ chi phí","Thu hộ, chi hộ chi phí","Thu hộ, chi hộ chi phí",1.084.246.029,-,1084246029.0,
Công ty Cổ phần Thiết bị đo điện EMIC,Công ty Cổ phần Thiết bị đo điện EMIC,Công ty Cổ phần Thiết bị đo điện EMIC,549.956.373,-,549956373.0,
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,305.253.156,-,305253156.0,
Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,76.345.500,-,76345500.0,
Công ty Cổ phần Dây cấp Điện Việt Nam,Công ty Cổ phần Dây cấp Điện Việt Nam,Công ty Cổ phần Dây cấp Điện Việt Nam,76.345.500,-,76345500.0,
Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,76.345.500,-,76345500.0,
