row_label_raw,row_label_full,Bên cho vay > Ngân hàng TMCP Kỹ thương Việt Nam - Hội sở chính,Số dư cuối năm > VND > 1.356.125.470.514,Số dư đầu năm > VND > 1.090.000.000.000,Ngày đáo hạn > Khế ước cuối cùng đáo hạn ngày 31 tháng 12 năm 2024,"Lãi suất > (%/năm) > 8,52 - 8,54",Mục đích vay > Tài trợ khoản vốn để tái cấu trúc doanh nghiệp,Tài sản đảm bảo > 114.000.000 Cổ phiếu VGC (Tổng Công ty Viglacera – CTCP) thuộc sở hữu của Công ty Cổ phần Hạ tầng GELEX.10.000.000 Cổ phiếu THI (Công ty cổ phần Thiết bị điện) thuộc sở hữu của Công ty.,numeric__Số dư cuối năm > VND > 1.356.125.470.514,numeric__Số dư đầu năm > VND > 1.090.000.000.000,numeric__Ngày đáo hạn > Khế ước cuối cùng đáo hạn ngày 31 tháng 12 năm 2024,"numeric__Lãi suất > (%/năm) > 8,52 - 8,54",numeric__Mục đích vay > Tài trợ khoản vốn để tái cấu trúc doanh nghiệp,numeric__Tài sản đảm bảo > 114.000.000 Cổ phiếu VGC (Tổng Công ty Viglacera – CTCP) thuộc sở hữu của Công ty Cổ phần Hạ tầng GELEX.10.000.000 Cổ phiếu THI (Công ty cổ phần Thiết bị điện) thuộc sở hữu của Công ty.
,,,1.356.125.470.514,1.090.000.000.000,,,,,1356125470514.0,1090000000000.0,,,,
- Số phải trả trong vòng 12 tháng,- Số phải trả trong vòng 12 tháng,- Số phải trả trong vòng 12 tháng,459.749.058.972,167.641.154.329,,,,,459749058972.0,167641154329.0,,,,
- Số phải trả sau 12 tháng,- Số phải trả sau 12 tháng,- Số phải trả sau 12 tháng,896.376.411.542,922.358.845.671,,,,,896376411542.0,922358845671.0,,,,
