row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,23,2.586.833.679.211,2.878.599.309.327,,1.0,23.0,2586833679211.0,2878599309327.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,23,2.586.833.679.211,2.878.599.309.327,,10.0,23.0,2586833679211.0,2878599309327.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,24,2.558.618.023.386,2.837.698.929.262,,11.0,24.0,2558618023386.0,2837698929262.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,28.215.655.825,40.900.380.065,,20.0,,28215655825.0,40900380065.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,25,1.364.118.253.220,669.293.819.403,,21.0,25.0,1364118253220.0,669293819403.0
6.,6.,6.,Chi phí tài chính,22,26,442.236.889.414,309.296.433.572,,22.0,26.0,442236889414.0,309296433572.0
,,,- Trong đó: Chi phí lãi vay và chi phí phát hành trái phiếu,23,,240.183.868.361,248.675.295.674,,23.0,,240183868361.0,248675295674.0
7.,7.,7.,Chi phí bán hàng,25,27,7.276.952.072,7.926.920.792,,25.0,27.0,7276952072.0,7926920792.0
8.,8.,8.,Chi phí quản lý doanh nghiệp,26,27,30.273.216.354,16.431.232.305,,26.0,27.0,30273216354.0,16431232305.0
9.,9.,9.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,912.546.851.205,376.539.612.799,,30.0,,912546851205.0,376539612799.0
10.,10.,10.,Chi phí khác,32,,-,68.973.030,,32.0,,,68973030.0
11.,11.,11.,Lợi nhuận/(lỗ) khác (40=-32),40,,-,(68.973.030),,40.0,,,-68973030.0
12.,12.,12.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,912.546.851.205,376.470.639.769,,50.0,,912546851205.0,376470639769.0
13.,13.,13.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,29,-,-,,51.0,29.0,,
14.,14.,14.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,912.546.851.205,376.470.639.769,,60.0,,912546851205.0,376470639769.0
