row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Cho vay,Cho vay,Cho vay,400.000.000.000,1.080.000.000.000,400000000000.0,1080000000000.0
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,400.000.000.000,-,400000000000.0,
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,-,780.000.000.000,,780000000000.0
Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,-,300.000.000.000,,300000000000.0
Đi vay,Đi vay,Đi vay,1.630.000.000.000,2.566.000.000.000,1630000000000.0,2566000000000.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,1.360.000.000.000,2.566.000.000.000,1360000000000.0,2566000000000.0
Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,120.000.000.000,-,120000000000.0,
Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,100.000.000.000,-,100000000000.0,
Công ty Cổ phần Phú Thạnh Mỹ,Công ty Cổ phần Phú Thạnh Mỹ,Công ty Cổ phần Phú Thạnh Mỹ,20.000.000.000,-,20000000000.0,
Công ty TNHH Phát điện GELEX,Công ty TNHH Phát điện GELEX,Công ty TNHH Phát điện GELEX,30.000.000.000,-,30000000000.0,
Thu hồi gốc cho vay,Thu hồi gốc cho vay,Thu hồi gốc cho vay,300.000.000.000,780.000.000.000,300000000000.0,780000000000.0
Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,300.000.000.000,-,300000000000.0,
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,-,780.000.000.000,,780000000000.0
Trả gốc vay,Trả gốc vay,Trả gốc vay,1.660.000.000.000,2.254.104.346.054,1660000000000.0,2254104346054.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,1.560.000.000.000,2.254.104.346.054,1560000000000.0,2254104346054.0
Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,100.000.000.000,-,100000000000.0,
Lãi cho vay,Lãi cho vay,Lãi cho vay,8.367.123.288,7.533.068.492,8367123288.0,7533068492.0
Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,Công ty Dây đồng Việt Nam CFT,5.819.178.083,-,5819178083.0,
Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,2.547.945.205,3.698.630.137,2547945205.0,3698630137.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,-,3.834.438.355,,3834438355.0
Lãi đi vay,Lãi đi vay,Lãi đi vay,43.473.561.642,58.110.470.560,43473561642.0,58110470560.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,32.935.753.423,58.110.470.560,32935753423.0,58110470560.0
Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,Công ty Cổ phần Chế tạo Điện Cơ Hà Nội,4.975.342.468,-,4975342468.0,
Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,2.897.260.273,-,2897260273.0,
Công ty Cổ phần Phú Thạnh Mỹ,Công ty Cổ phần Phú Thạnh Mỹ,Công ty Cổ phần Phú Thạnh Mỹ,1.494.794.520,-,1494794520.0,
Công ty TNHH Phát điện GELEX,Công ty TNHH Phát điện GELEX,Công ty TNHH Phát điện GELEX,1.170.410.958,-,1170410958.0,
Nhận góp vốn,Nhận góp vốn,Nhận góp vốn,-,181.300.000.000,,181300000000.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,-,181.300.000.000,,181300000000.0
Cổ tức đã trả,Cổ tức đã trả,Cổ tức đã trả,686.388.560.000,110.932.800.000,686388560000.0,110932800000.0
Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,Công ty Cổ phần Tập đoàn GELEX,623.988.560.000,110.932.800.000,623988560000.0,110932800000.0
Công ty Cổ phần Máy tính - Truyền thông - Điều khiển 3C,Công ty Cổ phần Máy tính - Truyền thông - Điều khiển 3C,Công ty Cổ phần Máy tính - Truyền thông - Điều khiển 3C,42.900.000.000,-,42900000000.0,
Công ty Cổ phần GVI,Công ty Cổ phần GVI,Công ty Cổ phần GVI,19.500.000.000,-,19500000000.0,
Nhận đặt cọc mua vật tư,Nhận đặt cọc mua vật tư,Nhận đặt cọc mua vật tư,400.000.000.000,-,400000000000.0,
Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,Công ty Cổ phần Thiết bị Điện,400.000.000.000,-,400000000000.0,
