row_label_raw,row_label_full,col_0,col_1,Năm nay,Năm trước,numeric__col_1,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
Thù lao,Thù lao,Thù lao,Chức vụ,720.000.000,-,,720000000.0,
Nguyễn Văn Tuấn,Nguyễn Văn Tuấn,Nguyễn Văn Tuấn,Chủ tịch HĐQT,240.000.000,-,,240000000.0,
Nguyễn Trọng Tiểu,Nguyễn Trọng Tiểu,Nguyễn Trọng Tiểu,Thành viên HĐQT,120.000.000,-,,120000000.0,
Đỗ Duy Hưng,Đỗ Duy Hưng,Đỗ Duy Hưng,Thành viên HĐQT,120.000.000,-,,120000000.0,
Đặng Phan Tường,Đặng Phan Tường,Đặng Phan Tường,Thành viên HĐQT,120.000.000,-,,120000000.0,
Nguyễn Trọng Trung,Nguyễn Trọng Trung,Nguyễn Trọng Trung,Thành viên HĐQT,80.000.000,-,,80000000.0,
Lê Quang Định,Lê Quang Định,Lê Quang Định,Thành viên HĐQT,40.000.000,-,,40000000.0,
Lương và các khoản thu nhập khác,Lương và các khoản thu nhập khác,Lương và các khoản thu nhập khác,Lương và các khoản thu nhập khác,4.880.000.000,3.531.000.000,,4880000000.0,3531000000.0
Nguyễn Văn Tuấn,Nguyễn Văn Tuấn,Nguyễn Văn Tuấn,Chủ tịch HĐQT,20.000.000,9.000.000,,20000000.0,9000000.0
Nguyễn Trọng Tiểu,Nguyễn Trọng Tiểu,Nguyễn Trọng Tiểu,Thành viên HĐQT,1.820.000.000,2.335.000.000,,1820000000.0,2335000000.0
Đỗ Duy Hưng,Đỗ Duy Hưng,Đỗ Duy Hưng,Thành viên HĐQT,1.520.000.000,582.000.000,,1520000000.0,582000000.0
Đặng Phan Tường,Đặng Phan Tường,Đặng Phan Tường,Thành viên HĐQT,1.520.000.000,582.000.000,,1520000000.0,582000000.0
Lê Quang Định,Lê Quang Định,Lê Quang Định,Thành viên HĐQT,-,9.000.000,,,9000000.0
Nguyễn Trần Đăng Phước,Nguyễn Trần Đăng Phước,Nguyễn Trần Đăng Phước,Thành viên HĐQT,-,7.000.000,,,7000000.0
Nguyễn Quốc Vinh,Nguyễn Quốc Vinh,Nguyễn Quốc Vinh,Thành viên HĐQT,-,7.000.000,,,7000000.0
Tổng cộng,Tổng cộng,Tổng cộng,Tổng cộng,5.600.000.000,3.531.000.000,,5600000000.0,3531000000.0
