row_label_raw,row_label_full,Công ty Dây đồng Việt Nam CFT,Số cuối nămVND > 97.557.026.424,Số đầu nămVND > 359.156.275.369,numeric__Số cuối nămVND > 97.557.026.424,numeric__Số đầu nămVND > 359.156.275.369
Công ty TNHH MTV Điện lực Hải Dương - Tổng Công ty Điện lực Miền Bắc,Công ty TNHH MTV Điện lực Hải Dương - Tổng Công ty Điện lực Miền Bắc,Công ty TNHH MTV Điện lực Hải Dương - Tổng Công ty Điện lực Miền Bắc,12.682.969.360,14.955.571.600,12682969360.0,14955571600.0
Công ty Cổ phần Thiết bị đo điện EMIC,Công ty Cổ phần Thiết bị đo điện EMIC,Công ty Cổ phần Thiết bị đo điện EMIC,6.151.377.956,31.374.269.177,6151377956.0,31374269177.0
Tổng Công ty Điện lực Thành phố Hồ Chí Minh,Tổng Công ty Điện lực Thành phố Hồ Chí Minh,Tổng Công ty Điện lực Thành phố Hồ Chí Minh,,11.853.543.350,,11853543350.0
Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,Các khoản phải thu khách hàng khác,7.391.096.253,37.920.980.765,7391096253.0,37920980765.0
,,,123.782.469.993,455.260.640.261,123782469993.0,455260640261.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn của khách hàng là các bên liên quan(chi tiết trình bày tại Thuyết minh số 30),Trong đó: > Phải thu ngắn hạn của khách hàng là các bên liên quan(chi tiết trình bày tại Thuyết minh số 30),Phải thu ngắn hạn của khách hàng là các bên liên quan(chi tiết trình bày tại Thuyết minh số 30),109.509.154.130,403.990.217.658,109509154130.0,403990217658.0
