row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,807.579.561.900,1.084.060.380.536,,100.0,,807579561900.0,1084060380536.0
I.,I.,I.,Tiền,110,4,17.129.349.002,577.844.093.712,,110.0,4.0,17129349002.0,577844093712.0
1.,1.,1.,Tiền,111,,17.129.349.002,577.844.093.712,,111.0,,17129349002.0,577844093712.0
II.,II.,II.,Các khoản phải thu ngắn hạn,130,,774.935.915.077,501.446.964.324,,130.0,,774935915077.0,501446964324.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,5,123.782.469.993,455.260.640.261,,131.0,5.0,123782469993.0,455260640261.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,6,14.395.353.147,453.049.000,,132.0,6.0,14395353147.0,453049000.0
3.,3.,3.,Phải thu về cho vay ngắn hạn,135,7,400.000.000.000,-,,135.0,7.0,400000000000.0,
4.,4.,4.,Phải thu ngắn hạn khác,136,8,237.385.552.340,46.360.735.466,,136.0,8.0,237385552340.0,46360735466.0
5.,5.,5.,Dự phòng phải thu ngắn hạn khó đòi,137,,(627.460.403),(627.460.403),,137.0,,-627460403.0,-627460403.0
III.,III.,III.,Tài sản ngắn hạn khác,150,,15.514.297.821,4.769.322.500,,150.0,,15514297821.0,4769322500.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,9,1.677.051.732,37.850.002,,151.0,9.0,1677051732.0,37850002.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,2.063.580.013,4.477.110.729,,152.0,,2063580013.0,4477110729.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,16,11.773.666.076,254.361.769,,153.0,16.0,11773666076.0,254361769.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,6.806.328.432.840,7.443.101.339.974,,200.0,,6806328432840.0,7443101339974.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,10.000.000,300.000.000.000,,210.0,,10000000.0,300000000000.0
1.,1.,1.,Phải thu về cho vay dài hạn,215,7,-,300.000.000.000,,215.0,7.0,,300000000000.0
2.,2.,2.,Phải thu dài hạn khác,216,8,10.000.000,-,,216.0,8.0,10000000.0,
II.,II.,II.,Tài sản cố định,220,,8.732.160.919,1.466.080.000,,220.0,,8732160919.0,1466080000.0
1.,1.,1.,Tài sản cố định hữu hình,221,10,3.157.244.119,1.466.080.000,,221.0,10.0,3157244119.0,1466080000.0
,,,- Nguyên giá,222,,5.285.562.719,3.211.322.250,,222.0,,5285562719.0,3211322250.0
,,,- Giá trị hao mòn lũy kế,223,,(2.128.318.600),(1.745.242.250),,223.0,,-2128318600.0,-1745242250.0
2.,2.,2.,Tài sản cố định vô hình,227,11,5.574.916.800,-,,227.0,11.0,5574916800.0,
,,,- Nguyên giá,228,,6.282.752.000,88.400.000,,228.0,,6282752000.0,88400000.0
,,,- Giá trị hao mòn lũy kế,229,,(707.835.200),(88.400.000),,229.0,,-707835200.0,-88400000.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,3.287.514.170,5.283.018.727,,240.0,,3287514170.0,5283018727.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,12,3.287.514.170,5.283.018.727,,242.0,12.0,3287514170.0,5283018727.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,13,6.782.144.117.717,7.133.129.420.115,,250.0,13.0,6782144117717.0,7133129420115.0
1.,1.,1.,Đầu tư vào công ty con,251,,5.798.868.150.428,5.371.872.480.962,,251.0,,5798868150428.0,5371872480962.0
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,,-,1.771.644.295.436,,252.0,,,1771644295436.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,,1.111.361.869.099,-,,253.0,,1111361869099.0,
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,(128.085.901.810),(10.387.356.283),,254.0,,-128085901810.0,-10387356283.0
V.,V.,V.,Tài sản dài hạn khác,260,,12.154.640.034,3.222.821.132,,260.0,,12154640034.0,3222821132.0
1.,1.,1.,Chi phí trả trước dài hạn,261,9,12.154.640.034,3.222.821.132,,261.0,9.0,12154640034.0,3222821132.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,7.613.907.994.740,8.527.161.720.510,,270.0,,7613907994740.0,8527161720510.0
