row_label_raw,row_label_full,col_0,Giá gốc,Số cuối nămDự phòng,Số đầu năm > Giá gốc,Số đầu năm > Dự phòng,numeric__Giá gốc,numeric__Số cuối nămDự phòng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Dự phòng
"- Nguyên liệu, vật liệu\( ^{(1)} \)","- Nguyên liệu, vật liệu\( ^{(1)} \)","- Nguyên liệu, vật liệu\( ^{(1)} \)",39.811.972.139,(7.779.787.314),48.104.616.389,(9.422.291.142),39811972139.0,-7779787314.0,48104616389.0,-9422291142.0
"- Công cụ, dụng cụ","- Công cụ, dụng cụ","- Công cụ, dụng cụ",-,-,596.717.985,-,,,596717985.0,
- Chi phí sản xuất kinh doanh dở dang,- Chi phí sản xuất kinh doanh dở dang,- Chi phí sản xuất kinh doanh dở dang,112.823.888.000,(15.023.465.496),142.159.455.711,(18.174.808.223),112823888000.0,-15023465496.0,142159455711.0,-18174808223.0
- Thành phẩm\( ^{(2)} \),- Thành phẩm\( ^{(2)} \),- Thành phẩm\( ^{(2)} \),70.434.241.275,(3.908.059.584),70.370.378.468,(5.125.055.283),70434241275.0,-3908059584.0,70370378468.0,-5125055283.0
- Hàng hóa\( ^{(3)} \),- Hàng hóa\( ^{(3)} \),- Hàng hóa\( ^{(3)} \),173.192.914.026,(115.906.427),174.211.992.661,-,173192914026.0,-115906427.0,174211992661.0,
Cộng,Cộng,Cộng,396.263.015.440,(26.827.218.821),435.443.161.214,(32.722.154.648),396263015440.0,-26827218821.0,435443161214.0,-32722154648.0
