row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1,1,1,2,3,4,5,2.0,3.0,4.0,5.0
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.1,1.549.207.937.792,2.039.143.865.644,,,1549207937792.0,2039143865644.0
02,02,02,2. Các khoản giảm trừ doanh thu,VI.2,4.766.166.663,4.652.362.980,,,4766166663.0,4652362980.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,1.544.441.771.129,2.034.491.502.664,,,1544441771129.0,2034491502664.0
11,11,11,4. Giá vốn hàng bán,VI.3,1.255.642.599.680,1.670.179.377.659,,,1255642599680.0,1670179377659.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,288.799.171.449,364.312.125.005,,,288799171449.0,364312125005.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.4,359.198.193.913,173.239.167.233,,,359198193913.0,173239167233.0
22,22,22,7. Chi phí tài chính,VI.5,494.692.938.555,823.693.957.827,,,494692938555.0,823693957827.0
23,23,23,- Trong đó: Chi phí lãi vay,,395.559.089.277,437.866.794.003,,,395559089277.0,437866794003.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",VI.6,(329.172.329),106.040.426,,,-329172329.0,106040426.0
25,25,25,9. Chi phí bán hàng,VI.7,18.035.148.673,19.145.494.655,,,18035148673.0,19145494655.0
26,26,26,10. Chi phí quản lý doanh nghiệp,VI.8,120.227.377.056,523.196.403.522,,,120227377056.0,523196403522.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,14.712.728.749,(828.378.523.340),,,14712728749.0,-828378523340.0
31,31,31,12. Thu nhập khác,VI.9,7.389.796.447,15.558.698.148,,,7389796447.0,15558698148.0
32,32,32,13. Chi phí khác,V.10,17.391.117.902,48.015.451.614,,,17391117902.0,48015451614.0
40,40,40,14. Lợi nhuận khác,,(10.001.321.455),(32.456.753.466),,,-10001321455.0,-32456753466.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,4.711.407.294,(860.835.276.806),,,4711407294.0,-860835276806.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,V.20,8.089.230.124,13.647.349.906,,,8089230124.0,13647349906.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,(15.170.424.775),54.110.950.151,,,-15170424775.0,54110950151.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,11.792.601.945,(928.593.576.863),,,11792601945.0,-928593576863.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,16.673.387.564,(905.546.191.469),,,16673387564.0,-905546191469.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,(4.880.785.619),(23.047.385.394),,,-4880785619.0,-23047385394.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,VI.12,56,(3.025),,,56.0,-3025.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,VI.13,56,(3.025),,,56.0,-3025.0
