row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị có thể thu hồi (*),Số cuối năm > Dự phòng,Số đầu năm > Giá gốc,Số đầu năm > Giá trị có thể thu hồi (*),Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị có thể thu hồi (*),numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị có thể thu hồi (*),numeric__Số đầu năm > Dự phòng
- Phải thu khách hàng,- Phải thu khách hàng,- Phải thu khách hàng,901.442.648.506,767.782.266.095,(133.660.382.411),238.258.112.221,51.225.581.003,(187.032.531.218),901442648506.0,767782266095.0,-133660382411.0,238258112221.0,51225581003.0,-187032531218.0
- Phải thu về cho vay,- Phải thu về cho vay,- Phải thu về cho vay,841.821.459.354,763.472.496.405,(78.348.962.949),126.237.511.271,62.155.026.774,(64.082.484.497),841821459354.0,763472496405.0,-78348962949.0,126237511271.0,62155026774.0,-64082484497.0
- Phải thu khác,- Phải thu khác,- Phải thu khác,229.021.418.736,196.570.528.217,(32.450.890.519),371.562.251.832,231.624.404.870,(139.937.846.962),229021418736.0,196570528217.0,-32450890519.0,371562251832.0,231624404870.0,-139937846962.0
- Trả trước cho người bán,- Trả trước cho người bán,- Trả trước cho người bán,52.383.638.601,3.023.748.651,(49.359.889.950),53.784.781.870,13.409.714.725,(40.375.067.145),52383638601.0,3023748651.0,-49359889950.0,53784781870.0,13409714725.0,-40375067145.0
- Đầu tư nắm giữ đến ngày đáo hạn,- Đầu tư nắm giữ đến ngày đáo hạn,- Đầu tư nắm giữ đến ngày đáo hạn,50.000.000.000,32.000.000.000,(18.000.000.000),50.000.000.000,32.000.000.000,(18.000.000.000),50000000000.0,32000000000.0,-18000000000.0,50000000000.0,32000000000.0,-18000000000.0
Cộng,Cộng,Cộng,2.074.669.165.197,1.762.849.039.368,(311.820.125.829),839.842.657.194,390.414.727.372,(449.427.929.822),2074669165197.0,1762849039368.0,-311820125829.0,839842657194.0,390414727372.0,-449427929822.0
