row_label_raw,row_label_full,Số dư đầu năm > Phát sinh trong năm > Phân bổ trong năm,Năm nay > 877.808.421 > 634.759.357 > (795.431.633),Năm trước > 497.158.340 > 5.864.474.223 > (5.483.824.142),numeric__Năm nay > 877.808.421 > 634.759.357 > (795.431.633),numeric__Năm trước > 497.158.340 > 5.864.474.223 > (5.483.824.142)
Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,(426.257.653),-,-426257653.0,
Cộng,Cộng,Cộng,290.878.492,877.808.421,290878492.0,877808421.0
