row_label_raw,row_label_full,Lĩnh vực,Doanh thu thuần,Giá vốn,Lợi nhuận gộp,numeric__Doanh thu thuần,numeric__Giá vốn,numeric__Lợi nhuận gộp
- Buôn bán linh kiện điện tử,- Buôn bán linh kiện điện tử,- Buôn bán linh kiện điện tử,969.355.456.704,907.061.001.879,62.294.454.825,969355456704.0,907061001879.0,62294454825.0
- Đá Granitte,- Đá Granitte,- Đá Granitte,46.958.394.600,46.905.681.517,52.713.083,46958394600.0,46905681517.0,52713083.0
- Sản phẩm nông nghiệp,- Sản phẩm nông nghiệp,- Sản phẩm nông nghiệp,54.205.114.314,54.806.170.666,(601.056.352),54205114314.0,54806170666.0,-601056352.0
- Điện thương phẩm,- Điện thương phẩm,- Điện thương phẩm,69.381.535.720,34.972.532.711,34.409.003.009,69381535720.0,34972532711.0,34409003009.0
- Buôn bán phân bón,- Buôn bán phân bón,- Buôn bán phân bón,49.229.437.400,49.150.236.500,79.200.900,49229437400.0,49150236500.0,79200900.0
"- Bán gỗ, thành phẩm từ gỗ","- Bán gỗ, thành phẩm từ gỗ","- Bán gỗ, thành phẩm từ gỗ",8.264.644.433,5.553.437.236,2.711.207.197,8264644433.0,5553437236.0,2711207197.0
- Dịch vụ trạm thu phí BOT,- Dịch vụ trạm thu phí BOT,- Dịch vụ trạm thu phí BOT,341.064.758.635,149.962.710.899,191.102.047.736,341064758635.0,149962710899.0,191102047736.0
- Doanh thu cho thuê tài sản,- Doanh thu cho thuê tài sản,- Doanh thu cho thuê tài sản,4.419.114.967,4.053.082.225,366.032.742,4419114967.0,4053082225.0,366032742.0
- Dịch vụ bến xe,- Dịch vụ bến xe,- Dịch vụ bến xe,452.636.323,10.000.000,442.636.323,452636323.0,10000000.0,442636323.0
"- Bán hàng, dịch vụ khác","- Bán hàng, dịch vụ khác","- Bán hàng, dịch vụ khác",1.110.678.033,3.167.746.047,(2.057.068.014),1110678033.0,3167746047.0,-2057068014.0
Cộng,Cộng,Cộng,1.544.441.771.129,1.255.642.599.680,288.799.171.449,1544441771129.0,1255642599680.0,288799171449.0
