row_label_raw,row_label_full,col_0,Số đầu năm,Số tiền vay phát sinh trong năm/chuyển từ vay dài hạn sang,Số tiền vay đã trả trong năm,Giảm do thanh lý Công ty con,Ảnh hưởng do chuyển đổi báo cáo,Số cuối năm,numeric__Số đầu năm,numeric__Số tiền vay phát sinh trong năm/chuyển từ vay dài hạn sang,numeric__Số tiền vay đã trả trong năm,numeric__Giảm do thanh lý Công ty con,numeric__Ảnh hưởng do chuyển đổi báo cáo,numeric__Số cuối năm
- Vay ngắn hạn ngân hàng và các tổ chức,- Vay ngắn hạn ngân hàng và các tổ chức,- Vay ngắn hạn ngân hàng và các tổ chức,315.869.356.663,55.931.942.154,(116.619.825.711),(47.800.129.708),405.328,207.381.748.726,315869356663.0,55931942154.0,-116619825711.0,-47800129708.0,405328.0,207381748726.0
- Vay ngắn hạn cá nhân,- Vay ngắn hạn cá nhân,- Vay ngắn hạn cá nhân,21.647.366.000,-,-,(21.607.366.000),-,40.000.000,21647366000.0,,,-21607366000.0,,40000000.0
- Các khoản mượn tiền khác,- Các khoản mượn tiền khác,- Các khoản mượn tiền khác,21.763.100.000,-,-,(20.113.100.000),-,1.650.000.000,21763100000.0,,,-20113100000.0,,1650000000.0
- Vay dài hạn đến hạn trả,- Vay dài hạn đến hạn trả,- Vay dài hạn đến hạn trả,635.217.823.329,352.055.446.100,(159.304.456.940),(176.535.155.577),-,651.433.656.912,635217823329.0,352055446100.0,-159304456940.0,-176535155577.0,,651433656912.0
- Trái phiếu phát hành đến hạn trả,- Trái phiếu phát hành đến hạn trả,- Trái phiếu phát hành đến hạn trả,385.763.136.000,-,(10.948.804.544),-,-,374.814.331.456,385763136000.0,,-10948804544.0,,,374814331456.0
Cộng,Cộng,Cộng,1.380.260.781.992,407.987.388.254,(286.873.087.195),(266.055.751.285),405.328,1.235.319.737.094,1380260781992.0,407987388254.0,-286873087195.0,-266055751285.0,405328.0,1235319737094.0
