row_label_raw,row_label_full,Số đầu năm,Năm nay > (449.427.929.822),Năm trước > (127.630.891.162),numeric__Năm nay > (449.427.929.822),numeric__Năm trước > (127.630.891.162)
Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,(93.610.412.269),(337.800.701.540),-93610412269.0,-337800701540.0
Xử lý nợ xấu,Xử lý nợ xấu,Xử lý nợ xấu,-,11.144.961.882,,11144961882.0
Hoàn nhập dự phòng,Hoàn nhập dự phòng,Hoàn nhập dự phòng,155.023.021.254,4.961.536.497,155023021254.0,4961536497.0
Ảnh hưởng do thoái vốn công ty con,Ảnh hưởng do thoái vốn công ty con,Ảnh hưởng do thoái vốn công ty con,76.090.384.135,-,76090384135.0,
Ảnh hưởng chuyển đổi báo cáo,Ảnh hưởng chuyển đổi báo cáo,Ảnh hưởng chuyển đổi báo cáo,104.810.873,(102.835.499),104810873.0,-102835499.0
Số cuối năm,Số cuối năm,Số cuối năm,(311.820.125.829),(449.427.929.822),-311820125829.0,-449427929822.0
