row_label_raw,row_label_full,Loại tài sản cố định,Số năm,numeric__Số năm
Phẩm mềm kế toán,Phẩm mềm kế toán,Phẩm mềm kế toán,07,7.0
Chi phí triển khai,Chi phí triển khai,Chi phí triển khai,04,4.0
