row_label_raw,row_label_full,col_0,Số đầu năm,Tăng do trích lập từ lợi nhuận,Ảnh hưởng do thoái vốn công ty con,Chi quỹ trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Tăng do trích lập từ lợi nhuận,numeric__Ảnh hưởng do thoái vốn công ty con,numeric__Chi quỹ trong năm,numeric__Số cuối năm
"Quỹ khen thường, phúc lợi","Quỹ khen thường, phúc lợi","Quỹ khen thường, phúc lợi",3.739.483.241,81.936.215,(889.484.264),(218.050.000),2.713.885.192,3739483241.0,81936215.0,-889484264.0,-218050000.0,2713885192.0
Cộng,Cộng,Cộng,3.739.483.241,81.936.215,(889.484.264),(218.050.000),2.713.885.192,3739483241.0,81936215.0,-889484264.0,-218050000.0,2713885192.0
