row_label_raw,row_label_full,Năm nay,Hoạt động trong lãnh thổ Việt Nam,Hoạt động ngoài lãnh thổ Việt Nam,Cộng,numeric__Hoạt động trong lãnh thổ Việt Nam,numeric__Hoạt động ngoài lãnh thổ Việt Nam,numeric__Cộng
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,575.086.314.425,969.355.456.704,1.544.441.771.129,575086314425.0,969355456704.0,1544441771129.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,348.581.597.801,907.061.001.879,1.255.642.599.680,348581597801.0,907061001879.0,1255642599680.0
Lợi nhuận gộp,Lợi nhuận gộp,Lợi nhuận gộp,226.504.716.624,62.294.454.825,288.799.171.449,226504716624.0,62294454825.0,288799171449.0
Năm trước,Năm trước,Năm trước,Hoạt động trong lãnh thổ Việt Nam,Hoạt động ngoài lãnh thổ Việt Nam,Cộng,,,
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Năm trước > Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,788.944.257.703,1.245.547.244.961,2.034.491.502.664,788944257703.0,1245547244961.0,2034491502664.0
Giá vốn hàng bán,Năm trước > Giá vốn hàng bán,Giá vốn hàng bán,599.182.588.517,1.070.996.789.142,1.670.179.377.659,599182588517.0,1070996789142.0,1670179377659.0
Lợi nhuận gộp,Năm trước > Lợi nhuận gộp,Lợi nhuận gộp,189.761.669.186,174.550.455.819,364.312.125.005,189761669186.0,174550455819.0,364312125005.0
