row_label_raw,row_label_full,Thu từ phát hành cổ phiếu,31,col_2,500.169.025.778,numeric__31,numeric__col_2,numeric__500.169.025.778
Thu từ vay ngắn hạn và dài hạn,Thu từ vay ngắn hạn và dài hạn,Thu từ vay ngắn hạn và dài hạn,33,2.597.735.787.223,1.450.116.582.656,33.0,2597735787223.0,1450116582656.0
Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,(2.093.689.181.476),(2.678.310.313.163),34.0,-2093689181476.0,-2678310313163.0
Tiền trả nợ gốc thuê tài chính,Tiền trả nợ gốc thuê tài chính,Tiền trả nợ gốc thuê tài chính,35,(262.089.672),(262.089.672),35.0,-262089672.0,-262089672.0
Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,Lưu chuyển tiền thuần từ các hoạt động tài chính,40,503.784.516.075,(728.286.794.401),40.0,503784516075.0,-728286794401.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,315.812.738.724,90.155.706.656,50.0,315812738724.0,90155706656.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,122.761.009.012,32.605.302.356,60.0,122761009012.0,32605302356.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60) \),70,438.573.747.736,122.761.009.012,70.0,438573747736.0,122761009012.0
