row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2016 VND,2015 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2016 VND,numeric__2015 VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,27,345.531.417.818,154.156.014.590,1.0,27.0,345531417818.0,154156014590.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,27,119.782.726,-,2.0,27.0,119782726.0,
Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,27,345.411.635.092,154.156.014.590,10.0,27.0,345411635092.0,154156014590.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,11,28,216.390.368.491,166.472.085.441,11.0,28.0,216390368491.0,166472085441.0
Lợi nhuận/(lỗ) gộp (20 = 10 - 11),Lợi nhuận/(lỗ) gộp (20 = 10 - 11),Lợi nhuận/(lỗ) gộp (20 = 10 - 11),20,,129.021.266.601,(12.316.070.851),20.0,,129021266601.0,-12316070851.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,29,125.737.418.512,180.350.670.006,21.0,29.0,125737418512.0,180350670006.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,30,50.636.946.476,299.191.883.006,22.0,30.0,50636946476.0,299191883006.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,38.842.167.386,27.938.171.434,23.0,,38842167386.0,27938171434.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,,5.990.666.187,11.569.356.182,25.0,,5990666187.0,11569356182.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,31,98.191.323.032,71.410.772.711,26.0,31.0,98191323032.0,71410772711.0
Lợi nhuận/(lỗ) từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 +26)},Lợi nhuận/(lỗ) từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 +26)},Lợi nhuận/(lỗ) từ hoạt động kinh doanh {30 = 20 + (21 - 22) - (25 +26)},30,,99.939.749.418,(214.137.412.744),30.0,,99939749418.0,-214137412744.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,32,16.839.681.177,446.098.924.285,31.0,32.0,16839681177.0,446098924285.0
Chi phí khác,Chi phí khác,Chi phí khác,32,33,969.792.435,152.641.194.559,32.0,33.0,969792435.0,152641194559.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,15.869.888.742,293.457.729.726,40.0,,15869888742.0,293457729726.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,115.809.638.160,79.320.316.982,50.0,,115809638160.0,79320316982.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,34,26.226.700.134,17.795.722.566,51.0,34.0,26226700134.0,17795722566.0
Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,Chi phí thuế TNDN hoãn lại,52,,-,-,52.0,,,
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),60,,89.582.938.026,61.524.594.416,60.0,,89582938026.0,61524594416.0
