row_label_raw,row_label_full,col_0,1/1/2016VND(dã phân loại lại),1/1/2016VND(theo báo cáotrước đây),numeric__1/1/2016VND(dã phân loại lại),numeric__1/1/2016VND(theo báo cáotrước đây)
Hàng tồn kho,Hàng tồn kho,Hàng tồn kho,2.024.981.251.503,2.003.823.667.763,2024981251503.0,2003823667763.0
Tải sản dài hạn khác,Tải sản dài hạn khác,Tải sản dài hạn khác,42.370.797.429,63.528.381.169,42370797429.0,63528381169.0
