row_label_raw,row_label_full,Tạm ứng cho,Dự án,31/12/2016 VND,1/1/2016 VND,numeric__Dự án,numeric__31/12/2016 VND,numeric__1/1/2016 VND
Công ty TNHH Sản xuất Kinh doanh,Công ty TNHH Sản xuất Kinh doanh,Công ty TNHH Sản xuất Kinh doanh,"Phát triển 4 khối nhà chung cư thuộc dự án chung cư D1-12 tại Quận 8, thành phố Hồ Chí Minh",155.805.704.860,155.805.704.860,,155805704860.0,155805704860.0
Hai Thành Công ty Dịch vụ,Hai Thành Công ty Dịch vụ,Hai Thành Công ty Dịch vụ,"Phát triển dự án Vĩnh Khánh tại Quận 4, thành phố Hồ Chí Minh",20.161.847.398,20.161.847.398,,20161847398.0,20161847398.0
Công ích Quận 4 Công ty Xây Dương Công trình 547,Công ích Quận 4 Công ty Xây Dương Công trình 547,Công ích Quận 4 Công ty Xây Dương Công trình 547,Phát triển khu đô thị Cienco 5 tại tỉnh Vĩnh Phúc,1.620.000.000,1.620.000.000,,1620000000.0,1620000000.0
,,,,177.587.552.258,177.587.552.258,,177587552258.0,177587552258.0
