row_label_raw,row_label_full,col_0,31/12/2016VND,1/1/2016VND,numeric__31/12/2016VND,numeric__1/1/2016VND
Dự án Bắc Rạch Bà Buóm (a),Dự án Bắc Rạch Bà Buóm (a),Dự án Bắc Rạch Bà Buóm (a),2.302.083.969.207,1.836.960.577.064,2302083969207.0,1836960577064.0
Dự án Charmington LaPointe (b),Dự án Charmington LaPointe (b),Dự án Charmington LaPointe (b),91.346.656.614,25.396.094.143,91346656614.0,25396094143.0
Dự án Thanh Đa,Dự án Thanh Đa,Dự án Thanh Đa,34.986.908.935,34.986.908.935,34986908935.0,34986908935.0
"Khu dân cư Phú Hữu, Quận 9","Khu dân cư Phú Hữu, Quận 9","Khu dân cư Phú Hữu, Quận 9",21.753.278.323,21.738.053.323,21753278323.0,21738053323.0
"Dự án Carillon 5 (trước dây là ""Tòa nhà Lũy Bán Bích – Cầu Tre"")","Dự án Carillon 5 (trước dây là ""Tòa nhà Lũy Bán Bích – Cầu Tre"")","Dự án Carillon 5 (trước dây là ""Tòa nhà Lũy Bán Bích – Cầu Tre"")",21.025.124.319,12.221.275.572,21025124319.0,12221275572.0
Dự án Ung Văn Khiêm,Dự án Ung Văn Khiêm,Dự án Ung Văn Khiêm,16.407.330.566,-,16407330566.0,
Dự án Long Phước,Dự án Long Phước,Dự án Long Phước,-,36.000.000.000,,36000000000.0
Dự án Phú Mỹ – Belleza,Dự án Phú Mỹ – Belleza,Dự án Phú Mỹ – Belleza,-,27.431.907.877,,27431907877.0
Khác,Khác,Khác,29.924.108.544,15.315.133.843,29924108544.0,15315133843.0
,,,2.517.527.376.508,2.010.720.654.121,2517527376508.0,2010720654121.0
