row_label_raw,row_label_full,col_0,31/12/2018VND,1/1/2018VND,numeric__31/12/2018VND,numeric__1/1/2018VND
Chi phí quảng cáo và khuyến mãi,Chi phí quảng cáo và khuyến mãi,Chi phí quảng cáo và khuyến mãi,614.724.035.713,570.590.834.872,614724035713.0,570590834872.0
Chi phí kho vận,Chi phí kho vận,Chi phí kho vận,113.070.879.061,74.505.500.282,113070879061.0,74505500282.0
Chi phí trưng bày,Chi phí trưng bày,Chi phí trưng bày,41.161.828.771,15.855.033.925,41161828771.0,15855033925.0
Thường và lương tháng 13,Thường và lương tháng 13,Thường và lương tháng 13,207.212.703.794,85.716.216.827,207212703794.0,85716216827.0
Chiết khấu thương mại,Chiết khấu thương mại,Chiết khấu thương mại,78.328.583.580,37.228.040.655,78328583580.0,37228040655.0
Chi phí nghiên cứu thị trường,Chi phí nghiên cứu thị trường,Chi phí nghiên cứu thị trường,15.950.411.147,19.597.265.927,15950411147.0,19597265927.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,10.404.139.017,8.696.317.975,10404139017.0,8696317975.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,30.029.665.406,9.293.959.972,30029665406.0,9293959972.0
Mua hàng chưa nhận hóa đơn,Mua hàng chưa nhận hóa đơn,Mua hàng chưa nhận hóa đơn,79.962.098.326,15.878.108.053,79962098326.0,15878108053.0
Chi phí công nghệ thông tin,Chi phí công nghệ thông tin,Chi phí công nghệ thông tin,24.222.864.545,14.910.270.008,24222864545.0,14910270008.0
Chi phí khác,Chi phí khác,Chi phí khác,52.021.726.769,41.360.489.016,52021726769.0,41360489016.0
,,,1.267.088.936.129,893.632.037.512,1267088936129.0,893632037512.0
