row_label_raw,row_label_full,col_0,Vốn cổ phần VND,Thặng dư vốn cổ phần VND,Vốn khác của chủ sở hữu VND,Cổ phiếu quỹ VND,Chênh lệch tỷ giá hối đoái VND,Quỹ đầu tư phát triển VND,Lợi nhuận sau thuế chưa phân phối VND,Lợi ích cổ đông không kiểm soát (“NCF”) VND,Tổng VND,numeric__Vốn cổ phần VND,numeric__Thặng dư vốn cổ phần VND,numeric__Vốn khác của chủ sở hữu VND,numeric__Cổ phiếu quỹ VND,numeric__Chênh lệch tỷ giá hối đoái VND,numeric__Quỹ đầu tư phát triển VND,numeric__Lợi nhuận sau thuế chưa phân phối VND,numeric__Lợi ích cổ đông không kiểm soát (“NCF”) VND,numeric__Tổng VND
Số dư tại ngày 1 tháng 1 năm 2017,Số dư tại ngày 1 tháng 1 năm 2017,Số dư tại ngày 1 tháng 1 năm 2017,5.381.601.170.000,5.088.056.394.992,(265.775.657.006),(1.640.252.631.255),(2.253.725.216),22.731.972.844,2.434.650.312.379,909.680.511.323,11.928.438.348.061,5381601170000.0,5088056394992.0,-265775657006.0,-1640252631255.0,-2253725216.0,22731972844.0,2434650312379.0,909680511323.0,11928438348061.0
Phát hành cổ phiếu (Thuyết minh 25),Phát hành cổ phiếu (Thuyết minh 25),Phát hành cổ phiếu (Thuyết minh 25),49.726.600.000,-,-,-,-,-,-,-,49.726.600.000,49726600000.0,,,,,,,,49726600000.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,-,-,2.131.847.621.907,114.150.054.174,2.245.997.676.081,,,,,,,2131847621907.0,114150054174.0,2245997676081.0
Cổ tức (Thuyết minh 26),Cổ tức (Thuyết minh 26),Cổ tức (Thuyết minh 26),-,-,-,-,-,-,(2.340.720.526.500),-,(2.340.720.526.500),,,,,,,-2340720526500.0,,-2340720526500.0
Mua cổ phiếu tại một công ty con,Mua cổ phiếu tại một công ty con,Mua cổ phiếu tại một công ty con,-,-,-,-,-,-,244.954.586,(492.154.586),(247.200.000),,,,,,,244954586.0,-492154586.0,-247200000.0
Cổ tức công bố bởi các công ty con,Cổ tức công bố bởi các công ty con,Cổ tức công bố bởi các công ty con,-,-,-,-,-,-,-,(556.572.186.000),(556.572.186.000),,,,,,,,-556572186000.0,-556572186000.0
Chênh lệch quy đổi tỷ giá hối đoái,Chênh lệch quy đổi tỷ giá hối đoái,Chênh lệch quy đổi tỷ giá hối đoái,-,-,-,-,5.204.739.102,-,-,8.996,5.204.748.098,,,,,5204739102.0,,,8996.0,5204748098.0
Số dư tại ngày 31 tháng 12 năm 2017,Số dư tại ngày 31 tháng 12 năm 2017,Số dư tại ngày 31 tháng 12 năm 2017,5.431.327.770.000,5.088.056.394.992,(265.775.657.006),(1.640.252.631.255),2.951.013.886,22.731.972.844,2.226.022.362.372,466.766.233.907,11.331.827.459.740,5431327770000.0,5088056394992.0,-265775657006.0,-1640252631255.0,2951013886.0,22731972844.0,2226022362372.0,466766233907.0,11331827459740.0
