row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2018VND,Giá trị giao dịch > 2017VND,Phải thu/(phải trả) tại ngày > 31/12/2018VND,Phải thu/(phải trả) tại ngày > 1/1/2018VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2018VND,numeric__Giá trị giao dịch > 2017VND,numeric__Phải thu/(phải trả) tại ngày > 31/12/2018VND,numeric__Phải thu/(phải trả) tại ngày > 1/1/2018VND
Công ty TNHH Sản xuất và Thươngmại Proconco Hưng Yên,Công ty TNHH Sản xuất và Thươngmại Proconco Hưng Yên,Công ty TNHH Sản xuất và Thươngmại Proconco Hưng Yên,Bán hàng hóa,5.238.000,6.985.391,-,-,,5238000.0,6985391.0,,
Công ty TNHH Sản xuất và Thươngmại Proconco Hưng Yên,Công ty TNHH Sản xuất và Thươngmại Proconco Hưng Yên,Công ty TNHH Sản xuất và Thươngmại Proconco Hưng Yên,Phí quản lý,761.002.325,1.079.114.287,34.718.341,1.187.025.716,,761002325.0,1079114287.0,34718341.0,1187025716.0
Công ty Cổ phần Masan Nutri-Science,Công ty Cổ phần Masan Nutri-Science,Công ty Cổ phần Masan Nutri-Science,Phí quản lý,6.247.128.302,-,6.871.841.133,-,,6247128302.0,,6871841133.0,
Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Bán hàng hóa,20.766.928,-,7.912.200,-,,20766928.0,,7912200.0,
Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Bán tài sản cố định,129.833.333,-,-,-,,129833333.0,,,
Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Công ty TNHH MNS Meat Hà Nam,Phí quản lý,1.327.010.547,-,1.459.711.602,-,,1327010547.0,,1459711602.0,
Công ty TNHH Khai thác Chế biểnKhoáng Sản Núi Pháo,Công ty TNHH Khai thác Chế biểnKhoáng Sản Núi Pháo,Công ty TNHH Khai thác Chế biểnKhoáng Sản Núi Pháo,Bán hàng hóa,1.072.107.209,-,86.225.766,-,,1072107209.0,,86225766.0,
Công ty TNHH Khai thác Chế biểnKhoáng Sản Núi Pháo,Công ty TNHH Khai thác Chế biểnKhoáng Sản Núi Pháo,Công ty TNHH Khai thác Chế biểnKhoáng Sản Núi Pháo,Phí quản lý,3.261.776.530,-,3.587.954.183,-,,3261776530.0,,3587954183.0,
Ngân hàng Thương mại Cổ phần KỹThương Việt Nam,Ngân hàng Thương mại Cổ phần KỹThương Việt Nam,Ngân hàng Thương mại Cổ phần KỹThương Việt Nam,Bán hàng hóa,2.722.682.431,-,536.350.713,-,,2722682431.0,,536350713.0,
Ngân hàng Thương mại Cổ phần KỹThương Việt Nam,Ngân hàng Thương mại Cổ phần KỹThương Việt Nam,Ngân hàng Thương mại Cổ phần KỹThương Việt Nam,Cung cấp dịch vụ,21.818.182,-,-,-,,21818182.0,,,
JinJu Ham Company Limited,JinJu Ham Company Limited,JinJu Ham Company Limited,Mua hàng hóa,9.309.912.853,-,(661.958.093),-,,9309912853.0,,-661958093.0,
JinJu Ham Company Limited,JinJu Ham Company Limited,JinJu Ham Company Limited,Góp vốn,76.343.325.699,-,-,-,,76343325699.0,,,
Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thù lao trả cho thành viên quản lýchủ chốt (*),49.160.905.351,22.505.992.606,-,-,,49160905351.0,22505992606.0,,
