row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2018VND,Giá trị giao dịch > 2017VND,Phải thu/(phải trả) tại ngày > 31/12/2018VND,Phải thu/(phải trả) tại ngày > 1/1/2018VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2018VND,numeric__Giá trị giao dịch > 2017VND,numeric__Phải thu/(phải trả) tại ngày > 31/12/2018VND,numeric__Phải thu/(phải trả) tại ngày > 1/1/2018VND
Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Bán hàng hóa,23.114.838,177.621.475,-,-,,23114838.0,177621475.0,,
Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Mua hàng hóa,55.827.750,55.000.000,-,(49.500.000),,55827750.0,55000000.0,,-49500000.0
Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Công ty TNHH Một Thành viênMasan Brewery HG,Phí quản lý,2.552.138.546,1.733.359.174,2.745.941.875,1.906.695.091,,2552138546.0,1733359174.0,2745941875.0,1906695091.0
Công ty TNHH Một Thành viênMasan Brewery MB,Công ty TNHH Một Thành viênMasan Brewery MB,Công ty TNHH Một Thành viênMasan Brewery MB,Bán tài sản cổ định,19.240.043.103,-,21.164.047.413,-,,19240043103.0,,21164047413.0,
Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế,Bán hàng hóa,52.760.545,58.170.627,-,16.698.000,,52760545.0,58170627.0,,16698000.0
Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế,Công ty Cổ phần Dinh dưỡngNông nghiệp Quốc tế,Phí quản lý,5.401.497.275,8.635.272.987,2.821.114.056,8.970.161.887,,5401497275.0,8635272987.0,2821114056.0,8970161887.0
Công ty TNHH MNS Feed Tiền Giang(trước đây là Công ty TNHH MộtThành viên Dinh dưỡng Nông nghiệpQuốc tế Tiền Giang),Công ty TNHH MNS Feed Tiền Giang(trước đây là Công ty TNHH MộtThành viên Dinh dưỡng Nông nghiệpQuốc tế Tiền Giang),Công ty TNHH MNS Feed Tiền Giang(trước đây là Công ty TNHH MộtThành viên Dinh dưỡng Nông nghiệpQuốc tế Tiền Giang),Bán hàng hóa,-,6.844.745,-,-,,,6844745.0,,
Công ty TNHH MNS Feed Tiền Giang(trước đây là Công ty TNHH MộtThành viên Dinh dưỡng Nông nghiệpQuốc tế Tiền Giang),Công ty TNHH MNS Feed Tiền Giang(trước đây là Công ty TNHH MộtThành viên Dinh dưỡng Nông nghiệpQuốc tế Tiền Giang),Công ty TNHH MNS Feed Tiền Giang(trước đây là Công ty TNHH MộtThành viên Dinh dưỡng Nông nghiệpQuốc tế Tiền Giang),Phí quản lý,1.413.647.105,1.248.902.868,617.822.920,1.373.793.155,,1413647105.0,1248902868.0,617822920.0,1373793155.0
Công ty TNHH MNS Feed TháiNguyên (trước đây là Công ty TNHHDinh dưỡng Nông nghiệp Quốc tế TháiNguyên),Công ty TNHH MNS Feed TháiNguyên (trước đây là Công ty TNHHDinh dưỡng Nông nghiệp Quốc tế TháiNguyên),Công ty TNHH MNS Feed TháiNguyên (trước đây là Công ty TNHHDinh dưỡng Nông nghiệp Quốc tế TháiNguyên),Bán hàng hóa,29.696.909,6.516.573,-,-,,29696909.0,6516573.0,,
Công ty TNHH MNS Feed TháiNguyên (trước đây là Công ty TNHHDinh dưỡng Nông nghiệp Quốc tế TháiNguyên),Công ty TNHH MNS Feed TháiNguyên (trước đây là Công ty TNHHDinh dưỡng Nông nghiệp Quốc tế TháiNguyên),Công ty TNHH MNS Feed TháiNguyên (trước đây là Công ty TNHHDinh dưỡng Nông nghiệp Quốc tế TháiNguyên),Phí quản lý,1.317.783.118,1.260.197.437,498.242.808,1.386.217.181,,1317783118.0,1260197437.0,498242808.0,1386217181.0
Công ty TNHH MNS Feed Vĩnh Long(trước đây là Công ty Liên doanh Dinhdưỡng Thủy sản Quốc tế),Công ty TNHH MNS Feed Vĩnh Long(trước đây là Công ty Liên doanh Dinhdưỡng Thủy sản Quốc tế),Công ty TNHH MNS Feed Vĩnh Long(trước đây là Công ty Liên doanh Dinhdưỡng Thủy sản Quốc tế),Bán hàng hóa,-,16.924.336,-,-,,,16924336.0,,
Công ty TNHH MNS Feed Vĩnh Long(trước đây là Công ty Liên doanh Dinhdưỡng Thủy sản Quốc tế),Công ty TNHH MNS Feed Vĩnh Long(trước đây là Công ty Liên doanh Dinhdưỡng Thủy sản Quốc tế),Công ty TNHH MNS Feed Vĩnh Long(trước đây là Công ty Liên doanh Dinhdưỡng Thủy sản Quốc tế),Phí quản lý,1.510.709.543,1.397.436.985,637.208.299,1.537.180.683,,1510709543.0,1397436985.0,637208299.0,1537180683.0
