row_label_raw,row_label_full,col_0,1/1/2018 > Giá trị ghi số VND,1/1/2018 > Số có khả năng trả nợ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,31/12/2018 > Giá trị ghi số VND,31/12/2018 > Số có khả năng trả nợ VND,numeric__1/1/2018 > Giá trị ghi số VND,numeric__1/1/2018 > Số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__31/12/2018 > Giá trị ghi số VND,numeric__31/12/2018 > Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.332.821.410.328,3.332.821.410.328,13.076.955.605.131,(13.184.066.174.903),3.225.710.840.556,3.225.710.840.556,3332821410328.0,3332821410328.0,13076955605131.0,-13184066174903.0,3225710840556.0,3225710840556.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,54.856.182.380,54.856.182.380,53.370.227.975,(54.856.182.380),53.370.227.975,53.370.227.975,54856182380.0,54856182380.0,53370227975.0,-54856182380.0,53370227975.0,53370227975.0
,,,3.387.677.592.708,3.387.677.592.708,13.130.325.833.106,(13.238.922.357.283),3.279.081.068.531,3.279.081.068.531,3387677592708.0,3387677592708.0,13130325833106.0,-13238922357283.0,3279081068531.0,3279081068531.0
