row_label_raw,row_label_full,Cổ phiếu phổ thông đã phát hành đầu năm – hiện đang lưu hành > Ảnh hưởng của cổ phiếu mới phát hành trong năm,2018 > 525.132.777 > 2.469.650,2017(dã điều chỉnh lại) > 520.160.117 > 2.370.528,numeric__2018 > 525.132.777 > 2.469.650,numeric__2017(dã điều chỉnh lại) > 520.160.117 > 2.370.528
,,,527.602.427,522.530.645,527602427.0,522530645.0
Ảnh hưởng của việc phát hành cổ phiếu thường trong năm,Ảnh hưởng của việc phát hành cổ phiếu thường trong năm,Ảnh hưởng của việc phát hành cổ phiếu thường trong năm,79.139.845,78.379.083,79139845.0,78379083.0
Số cổ phiếu phổ thông bình quân gia quyền cuối năm – hiện đang lưu hành,Số cổ phiếu phổ thông bình quân gia quyền cuối năm – hiện đang lưu hành,Số cổ phiếu phổ thông bình quân gia quyền cuối năm – hiện đang lưu hành,606.742.272,600.909.728,606742272.0,600909728.0
