row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2018VND,Giá trị giao dịch > 2017VND,Phải thu/(phải trả) tại ngày > 31/12/2018VND,Phải thu/(phải trả) tại ngày > 1/1/2018VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2018VND,numeric__Giá trị giao dịch > 2017VND,numeric__Phải thu/(phải trả) tại ngày > 31/12/2018VND,numeric__Phải thu/(phải trả) tại ngày > 1/1/2018VND
Công ty mẹ của công ty mẹ,Công ty mẹ của công ty mẹ,Công ty mẹ của công ty mẹ,Công ty mẹ của công ty mẹ,Công ty mẹ của công ty mẹ,Công ty mẹ của công ty mẹ,Công ty mẹ của công ty mẹ,Công ty mẹ của công ty mẹ,,,,,
Công ty Cổ phần Tập đoàn Masan,Công ty mẹ của công ty mẹ > Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Bán hàng hóa,33.207.236,11.187.458,-,-,,33207236.0,11187458.0,,
Công ty Cổ phần Tập đoàn Masan,Công ty mẹ của công ty mẹ > Công ty Cổ phần Tập đoàn Masan,Công ty Cổ phần Tập đoàn Masan,Phí quản lý,4.996.948.188,-,5.496.643.007,-,,4996948188.0,,5496643007.0,
Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,,,,,
Công ty TNHH,Công ty mẹ > Công ty TNHH,Công ty TNHH,Cho vay,4.337.000.000.000,5.420.405.000.000,7.433.716.876.592,5.896.716.876.592,,4337000000000.0,5420405000000.0,7433716876592.0,5896716876592.0
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Thu hồi khoản cho vay,2.800.000.000.000,-,-,-,,2800000000000.0,,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Thu hồi khoản cho vay thông qua việc cắn trừ với cổ tức phải trả,-,1.187.405.000.000,-,-,,,1187405000000.0,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Thu nhập lãi từ các khoản cho vay,409.296.925.742,220.132.965.010,744.335.693.311,335.038.767.569,,409296925742.0,220132965010.0,744335693311.0,335038767569.0
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Cổ tức đã phân phối,2.270.686.203.000,2.270.686.203.000,-,-,,2270686203000.0,2270686203000.0,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Trả cổ tức bằng tiền,2.270.686.203.000,1.083.281.203.000,-,-,,2270686203000.0,1083281203000.0,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,
Công ty Cổ phần Thực phẩm Cholimex,Công ty liên kết > Công ty Cổ phần Thực phẩm Cholimex,Công ty Cổ phần Thực phẩm Cholimex,Cổ tức nhận sau ngày mua,5.318.443.000,5.318.443.000,-,-,,5318443000.0,5318443000.0,,
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,,,
Công ty TNHH Một Thành viên,Các bên liên quan khác > Công ty TNHH Một Thành viên,Công ty TNHH Một Thành viên,Bán hàng hóa,33.680.677,30.145.786,-,-,,33680677.0,30145786.0,,
Masan Brewery PY,Masan Brewery PY,Masan Brewery PY,Masan Brewery PY,Masan Brewery PY,Masan Brewery PY,Masan Brewery PY,Masan Brewery PY,,,,,
Công ty TNHH Một Thành viên,Masan Brewery PY > Công ty TNHH Một Thành viên,Công ty TNHH Một Thành viên,Bán hàng hóa,2.299.953.474,816.513.690,2.527.369.828,10.614.490,,2299953474.0,816513690.0,2527369828.0,10614490.0
Masan Brewery Distribution,Masan Brewery PY > Masan Brewery Distribution,Masan Brewery Distribution,Mua hàng hóa,46.151.538.108,1.620.813.794,(20.804.520.370),(409.681.308),,46151538108.0,1620813794.0,-20804520370.0,-409681308.0
Masan Brewery Distribution,Masan Brewery PY > Masan Brewery Distribution,Masan Brewery Distribution,Phí quản lý,25.966.703.930,42.212.820.014,60.624.394.654,46.467.302.338,,25966703930.0,42212820014.0,60624394654.0,46467302338.0
