row_label_raw,row_label_full,col_0,Mã số,2018 VND,2017 VND,numeric__Mã số,numeric__2018 VND,numeric__2017 VND
LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TỪ,,,
Tiền chi mua tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TỪ > Tiền chi mua tài sản cố định và tài sản dài hạn khác,Tiền chi mua tài sản cố định và tài sản dài hạn khác,21,(419.735.286.269),(489.808.473.401),21.0,-419735286269.0,-489808473401.0
Tiền thu từ thanh lý tài sản cố định,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TỪ > Tiền thu từ thanh lý tài sản cố định,Tiền thu từ thanh lý tài sản cố định,22,2.645.551.428,1.848.263.994,22.0,2645551428.0,1848263994.0
Tiền chi cho vay,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TỪ > Tiền chi cho vay,Tiền chi cho vay,23,(4.637.000.000.000),(5.920.405.000.000),23.0,-4637000000000.0,-5920405000000.0
Tiền thu hồi các khoản cho vay,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TỪ > Tiền thu hồi các khoản cho vay,Tiền thu hồi các khoản cho vay,24,3.100.000.000.000,500.000.000.000,24.0,3100000000000.0,500000000000.0
Gửi tiền gửi ngân hàng có kỳ hạn và các khoản đầu tư khác,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TỪ > Gửi tiền gửi ngân hàng có kỳ hạn và các khoản đầu tư khác,Gửi tiền gửi ngân hàng có kỳ hạn và các khoản đầu tư khác,23,(756.211.720.000),(3.173.376.720.000),23.0,-756211720000.0,-3173376720000.0
Rút tiền gửi có kỳ hạn tại ngân hàng và các khoản đầu tư khác,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TỪ > Rút tiền gửi có kỳ hạn tại ngân hàng và các khoản đầu tư khác,Rút tiền gửi có kỳ hạn tại ngân hàng và các khoản đầu tư khác,24,659.270.440.000,4.752.066.841.175,24.0,659270440000.0,4752066841175.0
Tiền chi mua lại lợi ích cổ đông không kiểm soát trong một công ty con,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TỪ > Tiền chi mua lại lợi ích cổ đông không kiểm soát trong một công ty con,Tiền chi mua lại lợi ích cổ đông không kiểm soát trong một công ty con,25,(1.612.925.442.493),-,25.0,-1612925442493.0,
Tiền thu lãi tiền gửi và cổ tức,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TỪ > Tiền thu lãi tiền gửi và cổ tức,Tiền thu lãi tiền gửi và cổ tức,27,146.796.478.068,255.682.931.659,27.0,146796478068.0,255682931659.0
Lưu chuyển tiền thuần từ các hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ CÁC HOẠT ĐỘNG ĐẦU TỪ > Lưu chuyển tiền thuần từ các hoạt động đầu tư,Lưu chuyển tiền thuần từ các hoạt động đầu tư,30,(3.517.159.979.266),(4.073.992.156.573),30.0,-3517159979266.0,-4073992156573.0
