row_label_raw,row_label_full,col_0,Vốn góp của chủ sở hữu,Thặng dư vốn cổ phần,Quỹ đầu tư phát triển,LNST chưa phân phối,Cộng,numeric__Vốn góp của chủ sở hữu,numeric__Thặng dư vốn cổ phần,numeric__Quỹ đầu tư phát triển,numeric__LNST chưa phân phối,numeric__Cộng
Số dư tại 01/01/2018,Số dư tại 01/01/2018,Số dư tại 01/01/2018,2.438.130.540.000,288.335.082.456,454.466.302.694,2.052.821.517.470,5.233.753.442.620,2438130540000.0,288335082456.0,454466302694.0,2052821517470.0,5233753442620.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,487.615.550.000,,51.339.935.636,1.324.561.338.404,1.863.516.824.040,487615550000.0,,51339935636.0,1324561338404.0,1863516824040.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,-,15.000.000,-,973.972.595.890,973.987.595.890,,15000000.0,,973972595890.0,973987595890.0
Số dư tại 31/12/2018,Số dư tại 31/12/2018,Số dư tại 31/12/2018,2.925.746.090.000,288.320.082.456,505.806.238.330,2.403.410.259.984,6.123.282.670.770,2925746090000.0,288320082456.0,505806238330.0,2403410259984.0,6123282670770.0
Số dư tại 01/01/2019,Số dư tại 01/01/2019,Số dư tại 01/01/2019,2.925.746.090.000,288.320.082.456,505.806.238.330,2.403.410.259.984,6.123.282.670.770,2925746090000.0,288320082456.0,505806238330.0,2403410259984.0,6123282670770.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,643.653.460.000,65.226.581.324,62.017.559.881,1.354.235.057.518,2.125.132.658.723,643653460000.0,65226581324.0,62017559881.0,1354235057518.0,2125132658723.0
Giảm trong năm,Giảm trong năm,Giảm trong năm,,47.000.000,,996.720.405.833,996.767.405.833,,47000000.0,,996720405833.0,996767405833.0
Số dư tại 31/12/2019,Số dư tại 31/12/2019,Số dư tại 31/12/2019,3.569.399.550.000,353.499.663.780,567.823.798.211,2.760.924.911.669,7.251.647.923.660,3569399550000.0,353499663780.0,567823798211.0,2760924911669.0,7251647923660.0
