row_label_raw,row_label_full,31/12/2019,Không quá 1 năm,Trên 1 năm,Tổng,numeric__Không quá 1 năm,numeric__Trên 1 năm,numeric__Tổng
Phải trả người bán,Phải trả người bán,Phải trả người bán,488.041.349.532,-,488.041.349.532,488041349532.0,,488041349532.0
Chỉ phí phải trả,Chỉ phí phải trả,Chỉ phí phải trả,6.583.411.474,-,6.583.411.474,6583411474.0,,6583411474.0
Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,1.664.732.020.504,-,1.664.732.020.504,1664732020504.0,,1664732020504.0
Phải trả khác,Phải trả khác,Phải trả khác,47.748.285.713,10.968.832.523,58.717.118.236,47748285713.0,10968832523.0,58717118236.0
Cộng,Cộng,Cộng,2.207.105.067.223,10.968.832.523,2.218.073.899.746,2207105067223.0,10968832523.0,2218073899746.0
01/01/2019,01/01/2019,01/01/2019,Không quá 1 năm,Trên 1 năm,Tổng,,,
Phải trả người bán,01/01/2019 > Phải trả người bán,Phải trả người bán,444.235.146.746,-,444.235.146.746,444235146746.0,,444235146746.0
Chỉ phí phải trả,01/01/2019 > Chỉ phí phải trả,Chỉ phí phải trả,3.008.342.529,-,3.008.342.529,3008342529.0,,3008342529.0
Vay và nợ thuê tài chính,01/01/2019 > Vay và nợ thuê tài chính,Vay và nợ thuê tài chính,1.727.184.074.877,-,1.727.184.074.877,1727184074877.0,,1727184074877.0
Phải trả khác,01/01/2019 > Phải trả khác,Phải trả khác,177.065.351.485,10.331.856.189,187.397.207.674,177065351485.0,10331856189.0,187397207674.0
Cộng,01/01/2019 > Cộng,Cộng,2.351.492.915.637,10.331.856.189,2.361.824.771.826,2351492915637.0,10331856189.0,2361824771826.0
