row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2019 VND,01/01/2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2019 VND,numeric__01/01/2019 VND
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,2.590.687.621.476,2.675.145.080.629,300.0,,2590687621476.0,2675145080629.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,2.574.438.340.663,2.656.378.039.717,310.0,,2574438340663.0,2656378039717.0
1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,311,16,488.041.349.532,444.235.146.746,311.0,16.0,488041349532.0,444235146746.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,17,27.188.689.901,37.053.163.709,312.0,17.0,27188689901.0,37053163709.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,18,140.493.993.308,107.128.964.954,313.0,18.0,140493993308.0,107128964954.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,,132.629.279.523,107.990.980.301,314.0,,132629279523.0,107990980301.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,19,6.583.411.474,3.008.342.529,315.0,19.0,6583411474.0,3008342529.0
6. Phải trả ngắn hạn khác,6. Phải trả ngắn hạn khác,6. Phải trả ngắn hạn khác,319,20.a,48.612.115.004,177.658.931.683,319.0,,48612115004.0,177658931683.0
7. Vay và nợ thuê tài chính ngắn hạn,7. Vay và nợ thuê tài chính ngắn hạn,7. Vay và nợ thuê tài chính ngắn hạn,320,21,1.664.732.020.504,1.727.184.074.877,320.0,21.0,1664732020504.0,1727184074877.0
"8. Quỹ khen thưởng, phúc lợi","8. Quỹ khen thưởng, phúc lợi","8. Quỹ khen thưởng, phúc lợi",322,,66.157.481.417,52.118.434.918,322.0,,66157481417.0,52118434918.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,16.249.280.813,18.767.040.912,330.0,,16249280813.0,18767040912.0
