row_label_raw,row_label_full,col_0,Số đầu năm,Số đầu năm_1,Số phát sinh trong năm,Số phát sinh trong năm_1,Số cuối năm,Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số phát sinh trong năm,numeric__Số phát sinh trong năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1
,,,Phải thu,Phải nộp,Phải nộp,Thực nộp,Phải thu,Phải nộp,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,-,10.312.482.375,262.826.167.182,264.341.931.920,,8.796.717.637,,10312482375.0,262826167182.0,264341931920.0,,8796717637.0
Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,Thuế GTGT hàng nhập khẩu,-,-,35.476.158.883,35.476.158.883,-,-,,,35476158883.0,35476158883.0,,
Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,Thuế tiêu thụ đặc biệt,-,18.320.937.278,279.757.875.987,275.204.447.031,-,22.874.366.234,,18320937278.0,279757875987.0,275204447031.0,,22874366234.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,-,4.847.183.772,4.847.183.772,-,-,,,4847183772.0,4847183772.0,,
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,78.264.329.004,251.355.228.208,221.061.200.778,-,108.558.356.434,,78264329004.0,251355228208.0,221061200778.0,,108558356434.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,35.407.667,26.261.871.761,26.230.484.062,3.560.291,70.355.657,,35407667.0,26261871761.0,26230484062.0,3560291.0,70355657.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,-,162.286.106,2.478.352.370,2.474.286.473,-,166.352.003,,162286106.0,2478352370.0,2474286473.0,,166352003.0
"Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất","Thuế nhà đất, tiền thuê đất",,-,2.730.293.847,2.730.293.847,-,-,,,2730293847.0,2730293847.0,,
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,25.785.512,23.679.276,3.445.504.959,3.452.891.890,25.785.512,16.292.345,25785512.0,23679276.0,3445504959.0,3452891890.0,25785512.0,16292345.0
Phí và lệ phí,Phí và lệ phí,Phí và lệ phí,-,9.843.248,176.994.250,175.284.500,-,11.552.998,,9843248.0,176994250.0,175284500.0,,11552998.0
Cộng,Cộng,Cộng,25.785.512,107.128.964.954,869.355.631.219,835.994.163.156,29.345.803,140.493.993.308,25785512.0,107128964954.0,869355631219.0,835994163156.0,29345803.0,140493993308.0
