row_label_raw,row_label_full,"Phải thu từ bên khác- Các khách hàng mua căn hộ- Công ty Cổ phần Dịch vụ và Đầu tư Đông Nam Bộ (""Đông Nam Bộ"")- Khách hàng khác > Phải thu từ bên liên quan (Thuyết minh số 29)",Số cuối năm > 145.146.998.335104.344.509.076 > 38.115.689.0312.686.800.228 > 4.895.264.437,VND Số đầu năm > 152.809.118.403109.781.239.467 > 38.115.689.0314.912.189.905 > 104.826.519.867,numeric__Số cuối năm > 145.146.998.335104.344.509.076 > 38.115.689.0312.686.800.228 > 4.895.264.437,numeric__VND Số đầu năm > 152.809.118.403109.781.239.467 > 38.115.689.0314.912.189.905 > 104.826.519.867
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,150.042.262.772,257.635.638.270,150042262772.0,257635638270.0
Dự phòng phải thu ngắn hạn khó đòi(Thuyết minh số 9),Dự phòng phải thu ngắn hạn khó đòi(Thuyết minh số 9),Dự phòng phải thu ngắn hạn khó đòi(Thuyết minh số 9),(38.463.114.371),(38.463.114.371),-38463114371.0,-38463114371.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,111.579.148.401,219.172.523.899,111579148401.0,219172523899.0
