row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,2.775.746.516,3.900.365.191,2775746516.0,3900365191.0
Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,1.990.425.897,3.584.589.833,1990425897.0,3584589833.0
Ông Lương Trí Thìn,Ông Lương Trí Thìn,Ông Lương Trí Thìn,1.698.374.921,2.387.542.735,1698374921.0,2387542735.0
Ông Lê Văn Hưng,Ông Lê Văn Hưng,Ông Lê Văn Hưng,1.628.291.666,2.440.727.406,1628291666.0,2440727406.0
Ông Lương Trí Thảo,Ông Lương Trí Thảo,Ông Lương Trí Thảo,1.031.344.290,2.584.062.861,1031344290.0,2584062861.0
Ông Lê Đăng Quốc Hùng,Ông Lê Đăng Quốc Hùng,Ông Lê Đăng Quốc Hùng,919.365.360,1.013.998.051,919365360.0,1013998051.0
Ông Dương Văn Bắc,Ông Dương Văn Bắc,Ông Dương Văn Bắc,916.320.605,2.538.205.253,916320605.0,2538205253.0
Bà Bùi Thanh Thảo,Bà Bùi Thanh Thảo,Bà Bùi Thanh Thảo,818.646.400,921.280.127,818646400.0,921280127.0
Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,582.073.341,1.502.965.449,582073341.0,1502965449.0
Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,289.782.608,75.336.169,289782608.0,75336169.0
Ông Lê Hào,Ông Lê Hào,Ông Lê Hào,-,44.771.781,,44771781.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,12.650.371.604,20.993.844.856,12650371604.0,20993844856.0
