row_label_raw,row_label_full,Mã số > 01 > 02 > 03 > 04 > 05 > 06,CHỈ TIÊU > I. LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG KINH DOANHTống lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mòntài sản cố định vàbắt động sản đầu tư(Hoàn nhập dự phòng) dự phòngLỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiềntệ có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay và phát hànhtrái phiếu,"Thuyết minh > 11, 12,1325, 2625",Năm nay > 123.012.974.7385.049.673.709(1.475.619.158)168.272.500(366.651.839.144)137.937.441.914,Năm trước > 616.861.471.0424.913.815.137166.652.220.335- (725.546.823.408)226.541.135.300,numeric__CHỈ TIÊU > I. LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG KINH DOANHTống lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:Khấu hao và hao mòntài sản cố định vàbắt động sản đầu tư(Hoàn nhập dự phòng) dự phòngLỗ chênh lệch tỷ giá hối đoái dođánh giá lại các khoản mục tiềntệ có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay và phát hànhtrái phiếu,"numeric__Thuyết minh > 11, 12,1325, 2625",numeric__Năm nay > 123.012.974.7385.049.673.709(1.475.619.158)168.272.500(366.651.839.144)137.937.441.914,numeric__Năm trước > 616.861.471.0424.913.815.137166.652.220.335- (725.546.823.408)226.541.135.300
08,08,08,(Lỗ) lợi nhuận từ hoạt động kinh doanh trước thay đốivốn lưu độngTăng các khoản phải thu(Tăng) giảm hàng tồn khoGiảm các khoản phải trảGiảm chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệpđã nộpTiền chi khác cho hoạt động kinh doanh,(101.959.095.441)(328.452.985.060)(15.296.086.775)291.292.272.3781.673.165.708(54.246.146.845)(18.803.877.403)(3.290.019.551),289.421.818.406(175.101.207.724)292.747.802.457202.783.539.77975.554.919.894(65.641.313.996)(63.034.513.195)(17.158.883.532),,,,,
20,20,20,"Lưu chuyển tiền thuần (sử dụngvào) từ hoạt động kinh doanhII. LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG ĐẦU TỰTiền chi đề mua sắm tài sản cố địnhTiền thu do thanh lý, nhượng bántài sản cố địnhTiền chi cho vay, mua các côngcụ nợ của đơn vị khácTiền thu hồi cho vayTiền chi đầu tư góp vốn vàođơn vị khácTiền thu hồi từ thanh lý cáckhoản đầu tưTiền thu lãi cho vay, cổ tứcđược chia",(229.082.772.989)(4.013.759.482)--,539.572.162.089(24.048.215.547)636.223.330(81.833.000.000)80.000.000.000(1.123.024.903.257)499.528.230.000723.196.261.195,,,,,
30,20 > 30,30,Lưu chuyển tiền thuần từ hoạtđộng đầu tư,419.798.420.682,74.454.595.721,,,419798420682.0,74454595721.0,
