row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay,VNDNăm trước,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VNDNăm trước
Hà An,Hà An,Hà An,Trả gốc vay,536.374.645.896,-,,536374645896.0,
Hà An,Hà An,Hà An,Vay,385.000.000.000,1.080.000.000.000,,385000000000.0,1080000000000.0
Hà An,Hà An,Hà An,Cổ tức,359.039.396.976,699.999.076.278,,359039396976.0,699999076278.0
Hà An,Hà An,Hà An,Lãi vay,71.840.815.481,9.643.836,,71840815481.0,9643836.0
Hà An,Hà An,Hà An,Cán trừ công nợ,47.000.000.000,-,,47000000000.0,
Hà An,Hà An,Hà An,Doanh thu cho thuê BĐS,11.440.762.460,16.534.017.591,,11440762460.0,16534017591.0
Hà An,Hà An,Hà An,Góp vốn,-,1.500.000.000.000,,,1500000000000.0
Hà An,Hà An,Hà An,Doanh thu phát triển dự án,-,309.700.000.000,,,309700000000.0
Hà An,Hà An,Hà An,Ứng trước góp vốn,-,47.000.000.000,,,47000000000.0
Hội An Invest,Hội An Invest,Hội An Invest,Trả gốc đi vay,207.275.000.000,879.725.000.000,,207275000000.0,879725000000.0
Hội An Invest,Hội An Invest,Hội An Invest,Thu tiền chuyển nhượng vốn,166.496.340.000,-,,166496340000.0,
Hội An Invest,Hội An Invest,Hội An Invest,Phạt vi phạm hợp đồng,14.985.780.000,-,,14985780000.0,
Hội An Invest,Hội An Invest,Hội An Invest,Lãi vay,3.539.510.892,86.978.576.713,,3539510892.0,86978576713.0
Hội An Invest,Hội An Invest,Hội An Invest,Chuyển nhượng cổ phần,-,499.528.230.000,,,499528230000.0
Hội An Invest,Hội An Invest,Hội An Invest,Hoàn tiền HĐHTKD,-,499.526.000.000,,,499526000000.0
Vicco Saigon,Vicco Saigon,Vicco Saigon,Tiền thuê văn phòng,2.566.070.280,9.408.924.360,,2566070280.0,9408924360.0
Saigon Riverside,Saigon Riverside,Saigon Riverside,Hoàn tiền HĐHTKD,350.308.642.030,32.000.000.000,,350308642030.0,32000000000.0
Phước Sơn,Phước Sơn,Phước Sơn,Cán trừ khoản vay,150.750.000.000,1.080.000.000.000,,150750000000.0,1080000000000.0
Phước Sơn,Phước Sơn,Phước Sơn,Lãi vay,-,61.130.958.904,,,61130958904.0
Regal Group,Regal Group,Regal Group,Thu tiền phí HĐHTKD,62.275.465.896,-,,62275465896.0,
Regal Group,Regal Group,Regal Group,Doanh thu HĐHTKD,13.901.106.227,8.436.185.024,,13901106227.0,8436185024.0
DBFS (*),DBFS (*),DBFS (*),Thu hồi góp vốn,75.499.980.000,,,75499980000.0,
DBFS (*),DBFS (*),DBFS (*),Góp vốn,-,2.000.000.000,,,2000000000.0
Saigon Riverview (*),Saigon Riverview (*),Saigon Riverview (*),Thu hồi tiền cho vay,18.725.000.000,-,,18725000000.0,
Saigon Riverview (*),Saigon Riverview (*),Saigon Riverview (*),Tiền lãi cho vay,2.275.000.000,-,,2275000000.0,
Saigon Riverview (*),Saigon Riverview (*),Saigon Riverview (*),Lãi cho vay,484.797.943,1.703.481.158,,484797943.0,1703481158.0
Saigon Riverview (*),Saigon Riverview (*),Saigon Riverview (*),Cho vay,-,16.600.000.000,,,16600000000.0
Đầu tư DHG,Đầu tư DHG,Đầu tư DHG,Góp vốn,-,297.500.000.000,,,297500000000.0
Phúc Hưng Phát,Phúc Hưng Phát,Phúc Hưng Phát,Góp vốn,-,755.000.000.000,,,755000000000.0
