row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
"Công ty Cổ phần Công Nghệ Bất động sản Việt Nam (""Công Nghệ BĐS"")","Công ty Cổ phần Công Nghệ Bất động sản Việt Nam (""Công Nghệ BĐS"")","Công ty Cổ phần Công Nghệ Bất động sản Việt Nam (""Công Nghệ BĐS"")",Công ty con,
"Công ty Cổ phần Công nghệ Ihouzz (""Ihouzz"")","Công ty Cổ phần Công nghệ Ihouzz (""Ihouzz"")","Công ty Cổ phần Công nghệ Ihouzz (""Ihouzz"")",Công ty con,
"Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (""Asahi"")","Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (""Asahi"")","Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (""Asahi"")",Công ty con,
"Công ty Cổ phần Dịch vụ Tài chính Bất động sản Tulip (""Tulip"")","Công ty Cổ phần Dịch vụ Tài chính Bất động sản Tulip (""Tulip"")","Công ty Cổ phần Dịch vụ Tài chính Bất động sản Tulip (""Tulip"")",Công ty con,
"Công ty TNHH Nông nghiệp Lifarm (""Lifarm"")","Công ty TNHH Nông nghiệp Lifarm (""Lifarm"")","Công ty TNHH Nông nghiệp Lifarm (""Lifarm"")",Công ty con,
"Công ty Cổ phần Tư vấn Đầu tư S-Advices (""S-Advices"")","Công ty Cổ phần Tư vấn Đầu tư S-Advices (""S-Advices"")","Công ty Cổ phần Tư vấn Đầu tư S-Advices (""S-Advices"")",Công ty con,
"Công ty TNHH Tư vấn S-Media (""S-Media"")","Công ty TNHH Tư vấn S-Media (""S-Media"")","Công ty TNHH Tư vấn S-Media (""S-Media"")",Công ty con,
"Công ty TNHH S-O Farm (""S-O Farm"")","Công ty TNHH S-O Farm (""S-O Farm"")","Công ty TNHH S-O Farm (""S-O Farm"")",Công ty con,
"Công ty TNHH Regal Food (""Regal"")","Công ty TNHH Regal Food (""Regal"")","Công ty TNHH Regal Food (""Regal"")",Công ty con,
"Công ty TNHH Công nghệ S-Tech (""S-Tech"")","Công ty TNHH Công nghệ S-Tech (""S-Tech"")","Công ty TNHH Công nghệ S-Tech (""S-Tech"")",Công ty con,
Công ty TNHH Đầu Tư Bất động sản Phúc Hưng Phát,Công ty TNHH Đầu Tư Bất động sản Phúc Hưng Phát,Công ty TNHH Đầu Tư Bất động sản Phúc Hưng Phát,Công ty con,
Công ty Cổ phần Đầu tư và Dịch vụ Bất động sản Tây Nam,Công ty Cổ phần Đầu tư và Dịch vụ Bất động sản Tây Nam,Công ty Cổ phần Đầu tư và Dịch vụ Bất động sản Tây Nam,Công ty con,
Công ty Cổ phần Đầu tư Sapphire Tower,Công ty Cổ phần Đầu tư Sapphire Tower,Công ty Cổ phần Đầu tư Sapphire Tower,Công ty con,
Công ty Cổ phần đầu tư Emerald Tower,Công ty Cổ phần đầu tư Emerald Tower,Công ty Cổ phần đầu tư Emerald Tower,Công ty con,
Công ty Cổ phần dịch vụ Asahi Luxstay,Công ty Cổ phần dịch vụ Asahi Luxstay,Công ty Cổ phần dịch vụ Asahi Luxstay,Công ty con,
Công ty TNHH MTV Regal Hotels&Resort,Công ty TNHH MTV Regal Hotels&Resort,Công ty TNHH MTV Regal Hotels&Resort,Công ty con,
Công Ty Cổ Phần Đất Xanh Commercial,Công Ty Cổ Phần Đất Xanh Commercial,Công Ty Cổ Phần Đất Xanh Commercial,Công ty con,
Công Ty Cổ Phần Thương Mại Dịch Vụ Việt Nhật Cares,Công Ty Cổ Phần Thương Mại Dịch Vụ Việt Nhật Cares,Công Ty Cổ Phần Thương Mại Dịch Vụ Việt Nhật Cares,Công ty con,
"Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")","Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")","Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Nam (""Đất Xanh Miền Nam"")",Công ty liên kết,
Công ty Cổ phần Đất Xanh Capital,Công ty Cổ phần Đất Xanh Capital,Công ty Cổ phần Đất Xanh Capital,Công ty liên kết,
Công ty TNHH Đầu tư Lê Gia Newland,Công ty TNHH Đầu tư Lê Gia Newland,Công ty TNHH Đầu tư Lê Gia Newland,Công ty liên kết,
Ông Lương Trí Thìn,Ông Lương Trí Thìn,Ông Lương Trí Thìn,Chủ tịch,
Ông Nguyễn Phạm Anh Tài,Ông Nguyễn Phạm Anh Tài,Ông Nguyễn Phạm Anh Tài,Thành viên HĐQT,
Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Thành viên HĐQTKiểm Tổng Giám đốc,
Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Ông Hà Đức Hiếu,Thành viên HĐQT,
Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,Bà Đỗ Thị Thái,Phó Tổng Giám đốc,
Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Ông Nguyễn Trường Sơn,Phó Tổng Giám đốc,
