row_label_raw,row_label_full,Thuế giá trị gia tăng,Số đầu năm > 31.362.641.256,Tăng > 1.692.846.832,Giảm > -,VND Số cuối năm > 33.055.488.088,numeric__Số đầu năm > 31.362.641.256,numeric__Tăng > 1.692.846.832,numeric__Giảm > -,numeric__VND Số cuối năm > 33.055.488.088
Thuế TNDN,Thuế TNDN,Thuế TNDN,171.432.162.320,9.199.655.017,(18.870.120.638),161.761.696.699,171432162320.0,9199655017.0,-18870120638.0,161761696699.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,2.062.471.086,5.755.828.319,(4.052.638.368),3.765.661.037,2062471086.0,5755828319.0,-4052638368.0,3765661037.0
Khác,Khác,Khác,17.738.441.963,22.743.682.498,(1.372.617.619),39.109.506.842,17738441963.0,22743682498.0,-1372617619.0,39109506842.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,222.595.716.625,39.392.012.666,(24.295.376.625),237.692.352.666,222595716625.0,39392012666.0,-24295376625.0,237692352666.0
