row_label_raw,row_label_full,STT,Họ tên,Chức danh,Năm nay,numeric__Họ tên,numeric__Chức danh,numeric__Năm nay
1,1,1,Hoàng Việt Anh,Tổng Giám đốc,2.040.000.000,,,2040000000.0
2,2,2,Nguyễn Hoàng Linh,Phó Tổng Giám đốc,1.530.000.000,,,1530000000.0
3,3,3,Vũ Thị Mai Hương,Phó Tổng Giám đốc,1.530.000.000,,,1530000000.0
4,4,4,Chu Hùng Thắng,Phó Tổng Giám đốc,1.530.000.000,,,1530000000.0
5,5,5,Hoàng Trung Kiên,Phó Tổng Giám đốc (miễn nhiệm ngày 06 tháng 3 năm 2020),300.000.000,,,300000000.0
6,6,6,Vũ Anh Tú,Phó Tổng Giám đốc (miễn nhiệm ngày 07 tháng 9 năm 2020),1.050.000.000,,,1050000000.0
7,7,7,Đỗ Thị Hương,Kế Toán trường,1.224.000.000,,,1224000000.0
Tổng cộng,Tổng cộng,Tổng cộng,Tổng cộng,Tổng cộng,9.204.000.000,,,9204000000.0
