row_label_raw,row_label_full,col_0,Số cổ phiếu bìnhquân gia quyền,Lãi cơbản trêncổ phiếu,numeric__Số cổ phiếu bìnhquân gia quyền,numeric__Lãi cơbản trêncổ phiếu
,,,Cổ phiếu,VND,,
Số trình bày trên báo cáo năm trước,Số trình bày trên báo cáo năm trước,Số trình bày trên báo cáo năm trước,248.742.469,4.812,248742469.0,4812.0
Ảnh hưởng của việc trả cổ tức bằng cổ phiếu đượcphát hành trong năm,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu đượcphát hành trong năm,Ảnh hưởng của việc trả cổ tức bằng cổ phiếu đượcphát hành trong năm,24.873.977,(437),24873977.0,-437.0
Số đã điều chỉnh,Số đã điều chỉnh,Số đã điều chỉnh,273.616.446,4.375,273616446.0,4375.0
